LOGO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KILN PERFORMANCE PROFILE,,,,,,,,,,,,,,
Hourly Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TAG,A_431FM1_F1,B_431FM2_F1,C_431BE1_JT,D_441CN1A_1B_TT01,E_451PC1_TT01,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,L_471BU1_FT01,M_471BU1_PT01,N_461KL1_AT_NO
TAG DES,Kiln Feed,Kiln Feed,Kiln Feed BE KW,PH O/L TEMP.,Calciner Outlet Temp (TC)',TERITIARY AIR TEMP,Kiln I/L Temp,BURNING ZONE TEMP,Kiln rpm,Kiln current,kiln M.DRIVE POWER,PRIMARY AIR FLOW,PRIMARY AIR PRESSURE,Kiln I/L Gas Analyser NO
UNIT,tph,tph,Kw,°C,°C,°C,°C,°C,rpm,A,Kw,tph,mmWc,ppm
06/01/2019 00:00:00,0.0,299.4,102.0,354.4,962.2,974.1,1153.9,1135.5,5.0,388.0,383.3,3103.1,2398.6,283.7
06/01/2019 01:00:00,0.0,300.1,101.7,353.5,954.7,981.9,1147.5,1141.8,5.0,399.5,397.7,3096.4,2398.7,328.2
06/01/2019 02:00:00,0.0,299.6,101.8,351.7,958.6,985.4,1157.7,1134.9,5.0,400.5,394.8,3083.9,2402.6,265.0
06/01/2019 03:00:00,0.0,300.0,101.7,349.0,951.4,990.9,1143.0,1123.4,5.0,398.7,396.3,3077.8,2398.8,299.5
06/01/2019 04:00:00,0.0,299.7,101.3,348.4,950.5,983.2,1136.1,1111.8,5.0,393.2,386.7,3072.2,2401.4,173.4
06/01/2019 05:00:00,0.0,299.7,101.9,347.7,952.3,992.2,1154.0,1092.4,5.0,391.6,385.8,3074.3,2401.6,322.4
06/01/2019 06:00:00,0.0,268.9,95.0,356.6,972.7,932.9,1169.6,1018.6,4.2,407.6,341.1,3074.3,2401.5,232.9
06/01/2019 07:00:00,0.0,226.0,82.5,382.6,972.2,910.2,1132.8,1086.8,3.3,478.1,347.1,3077.3,2401.8,428.8
06/01/2019 08:00:00,0.0,260.6,92.9,363.3,952.6,1002.4,1157.0,1169.0,4.5,422.8,393.9,3109.5,2399.8,185.1
06/01/2019 09:00:00,0.0,261.6,93.4,360.2,952.6,978.8,1150.4,1098.8,4.4,385.0,341.7,3121.7,2396.4,379.0
06/01/2019 10:00:00,0.0,260.6,93.1,362.3,952.5,941.4,1112.5,1119.9,4.1,396.2,327.0,3120.2,2396.2,289.1
06/01/2019 11:00:00,0.0,260.4,92.8,358.4,963.1,961.2,1100.7,1194.4,4.3,401.0,348.8,3114.2,2385.6,416.4
06/01/2019 12:00:00,0.0,263.8,93.4,358.2,963.3,1001.0,1091.8,1352.6,4.9,384.2,373.8,3126.6,2375.5,545.2
06/01/2019 13:00:00,0.0,278.6,97.7,351.6,950.5,987.8,1124.0,1045.8,5.0,389.6,378.6,3120.0,2400.8,412.9
06/01/2019 14:00:00,0.0,278.4,97.0,354.9,955.5,952.2,1137.5,763.7,5.0,381.8,372.7,3113.8,2397.9,519.1
06/01/2019 15:00:00,0.0,278.3,96.7,351.9,959.4,936.0,1150.8,849.3,4.8,378.5,359.5,3109.0,2401.8,241.1
06/01/2019 16:00:00,0.0,278.4,96.9,346.8,951.6,966.9,1149.2,1132.2,4.8,375.6,349.1,3097.0,2401.9,213.6
06/01/2019 17:00:00,0.0,278.7,97.2,346.8,959.4,948.2,1149.3,1146.0,4.9,381.6,366.0,3099.0,2398.4,276.3
06/01/2019 18:00:00,0.0,278.4,97.2,352.6,952.7,924.2,1142.0,1171.3,4.9,384.1,372.9,3113.5,2403.2,298.3
06/01/2019 19:00:00,0.0,277.9,97.0,355.3,949.2,944.1,1148.2,1153.4,5.0,385.6,378.5,3111.2,2399.6,230.9
06/01/2019 20:00:00,0.0,278.6,97.3,354.9,952.7,941.7,1150.4,1138.1,5.0,376.9,365.1,3113.6,2399.0,194.7
06/01/2019 21:00:00,0.0,278.4,97.1,356.6,958.1,950.5,1155.5,1155.5,5.0,378.8,368.1,3112.5,2396.2,232.7
06/01/2019 22:00:00,0.0,278.7,97.5,358.0,960.8,949.5,1161.5,1136.5,5.0,380.8,369.1,3114.9,2401.3,166.3
06/01/2019 23:00:00,0.0,277.9,97.1,357.8,952.9,960.3,1152.1,1139.2,5.0,377.1,366.3,3112.5,2399.8,128.1
06/02/2019 00:00:00,0.0,278.8,97.0,356.8,955.9,945.6,1162.0,1124.2,5.0,372.5,363.5,3116.1,2401.3,320.2
06/02/2019 01:00:00,0.0,280.2,97.1,355.8,959.4,963.6,1165.7,1151.9,5.0,396.8,394.4,3125.0,2401.0,267.4
06/02/2019 02:00:00,0.0,279.5,97.1,354.9,957.8,976.1,1180.6,1166.0,5.0,394.6,390.8,3124.1,2401.0,333.6
06/02/2019 03:00:00,0.0,279.2,97.0,355.3,955.5,974.5,1172.3,1161.4,5.0,380.6,373.5,3123.0,2399.0,91.4
06/02/2019 04:00:00,0.0,279.8,97.0,356.1,955.9,963.9,1174.0,1170.0,5.0,381.0,370.8,3123.0,2401.8,246.9
06/02/2019 05:00:00,0.0,279.2,97.4,357.0,958.8,962.8,1187.6,1176.3,5.0,375.4,366.2,3120.3,2399.5,297.8
06/02/2019 06:00:00,0.0,279.4,96.8,358.0,958.5,962.2,1184.1,1189.5,5.0,370.0,359.0,3122.4,2400.0,344.1
06/02/2019 07:00:00,0.0,278.4,97.2,359.5,957.8,952.4,1183.6,1185.3,5.0,364.2,346.4,3122.8,2398.9,182.7
06/02/2019 08:00:00,0.0,277.5,96.8,359.2,947.9,950.6,1175.0,1144.1,5.0,360.0,341.7,3128.2,2396.6,184.1
06/02/2019 09:00:00,0.0,277.8,96.6,357.1,955.9,961.6,1187.8,1146.3,5.0,357.8,342.5,3135.2,2397.4,236.1
06/02/2019 10:00:00,0.0,277.7,96.4,358.9,955.2,957.1,1180.5,1140.5,5.0,364.2,349.4,3135.7,2395.4,146.8
06/02/2019 11:00:00,0.0,278.2,96.4,353.8,937.4,971.2,1122.7,1150.2,5.0,375.1,367.7,3187.8,2380.0,304.4
06/02/2019 12:00:00,0.0,278.0,96.7,354.7,949.9,969.4,1182.3,1192.5,5.0,380.5,371.1,3184.8,2373.4,317.3
06/02/2019 13:00:00,0.0,278.4,96.5,349.4,952.6,975.7,1180.5,1205.9,5.0,369.1,356.1,3166.5,2359.1,273.6
06/02/2019 14:00:00,0.0,278.7,96.9,343.6,946.4,981.5,1182.8,1201.1,5.0,370.8,356.7,3151.2,2355.1,238.5
06/02/2019 15:00:00,0.0,278.1,96.7,344.9,948.4,975.2,1176.3,1181.6,5.0,375.8,363.7,3131.9,2358.7,169.5
06/02/2019 16:00:00,0.0,278.3,96.6,343.9,949.1,969.6,1164.9,1162.1,5.0,369.6,359.3,3120.2,2351.4,115.8
06/02/2019 17:00:00,0.0,277.9,96.3,344.4,952.3,966.9,1191.0,1171.2,5.0,374.9,361.5,3108.4,2356.2,275.3
06/02/2019 18:00:00,0.0,278.2,96.2,343.5,953.4,957.6,1206.2,1160.9,5.0,379.6,365.6,3104.2,2354.8,132.2
06/02/2019 19:00:00,0.0,277.9,96.6,341.6,947.3,964.8,1188.1,1160.7,5.0,376.1,364.7,3092.3,2365.7,221.2
06/02/2019 20:00:00,0.0,278.1,97.0,342.9,948.4,974.7,1193.2,1153.2,4.9,388.4,379.3,3096.5,2376.3,283.9
06/02/2019 21:00:00,0.0,268.9,94.6,345.9,945.5,958.1,1157.7,1119.4,4.0,416.1,343.5,3091.0,2382.4,317.3
06/02/2019 22:00:00,0.0,272.1,95.4,344.8,958.6,959.3,1175.9,1117.1,4.2,416.2,364.6,3084.0,2387.5,155.7
06/02/2019 23:00:00,0.0,272.7,95.2,349.8,971.3,983.2,1140.2,1122.8,4.4,424.3,379.9,3079.1,2390.6,211.7
06/03/2019 00:00:00,0.0,272.5,95.1,349.9,971.4,972.4,1151.3,1118.1,4.6,400.6,372.2,3081.9,2395.4,185.8
06/03/2019 01:00:00,0.0,272.9,95.2,347.7,961.4,981.7,1167.3,1122.1,4.9,382.8,374.7,3090.6,2398.9,111.6
06/03/2019 02:00:00,0.0,273.0,95.6,345.7,959.0,992.2,1169.0,1122.6,5.0,381.0,373.4,3106.3,2401.1,84.4
06/03/2019 03:00:00,0.0,267.3,94.3,345.5,956.5,976.4,1143.9,1132.7,4.3,393.4,338.1,3113.7,2402.3,142.0
06/03/2019 04:00:00,0.0,272.9,96.0,343.8,952.8,981.9,1139.5,1136.6,4.4,400.1,354.6,3126.2,2403.6,215.6
06/03/2019 05:00:00,0.0,272.7,96.2,345.3,960.7,985.7,1168.0,1145.0,4.9,385.4,370.7,3121.1,2399.2,271.7
06/03/2019 06:00:00,0.0,272.9,96.2,341.7,958.2,976.1,1186.8,1117.5,5.0,379.2,368.1,3112.1,2401.5,206.7
06/03/2019 07:00:00,0.0,272.8,96.7,340.7,957.8,982.4,1186.9,1124.7,5.0,377.3,367.5,3112.4,2400.0,205.5
06/03/2019 08:00:00,0.0,277.0,97.5,338.8,950.2,990.3,1194.5,1124.9,5.0,383.7,373.4,3113.6,2398.2,166.8
06/03/2019 09:00:00,0.0,279.4,98.1,340.7,957.6,990.9,1200.3,1117.8,5.0,389.6,385.1,3106.7,2392.5,322.0
06/03/2019 10:00:00,0.0,229.9,85.1,367.7,957.1,878.9,1180.3,1077.2,3.0,427.4,269.1,3111.9,2386.9,296.2
06/03/2019 11:00:00,0.0,235.1,86.8,359.4,944.4,960.1,1230.7,1021.3,5.0,363.6,348.1,3128.2,2378.7,291.4
06/03/2019 12:00:00,0.0,226.4,84.0,345.2,919.9,888.3,1209.7,751.9,3.6,359.7,250.4,3151.3,2364.7,395.7
06/03/2019 13:00:00,0.0,209.6,79.2,358.9,914.6,882.4,1215.6,750.0,3.5,379.4,264.8,3159.1,2362.3,346.8
06/03/2019 14:00:00,0.0,194.3,74.8,370.6,971.0,894.0,1237.0,750.0,3.8,428.9,340.6,3158.9,2358.2,374.3
06/03/2019 15:00:00,0.0,180.0,71.1,377.3,965.9,890.3,1205.0,755.4,3.6,437.3,336.1,3165.6,2353.2,318.2
06/03/2019 16:00:00,0.0,179.4,70.8,377.4,963.4,891.6,1217.5,750.0,3.0,461.3,298.5,3154.5,2352.6,223.7
06/03/2019 17:00:00,0.0,144.4,63.4,392.0,965.8,924.3,1132.2,750.0,2.6,520.3,304.5,3166.3,2351.0,373.2
06/03/2019 18:00:00,0.0,160.8,66.5,384.0,959.7,954.8,1085.1,750.0,3.2,372.3,237.2,3183.3,2356.9,339.2
06/03/2019 19:00:00,0.0,202.2,77.1,378.6,948.0,865.2,1141.1,750.0,4.0,375.3,297.7,3244.7,2365.0,361.0
06/03/2019 20:00:00,0.0,240.9,88.4,360.9,958.1,956.9,1175.7,750.0,4.2,374.5,311.2,3235.3,2376.6,404.3
06/03/2019 21:00:00,0.0,252.0,91.6,361.0,961.7,950.6,1187.8,750.0,4.3,374.6,319.5,3240.1,2384.1,312.6
06/03/2019 22:00:00,0.0,251.8,91.4,363.6,956.4,944.7,1183.9,750.0,4.5,380.8,341.8,3248.4,2390.7,254.4
06/03/2019 23:00:00,0.0,260.7,93.3,355.8,953.3,976.3,1159.8,750.0,4.8,375.0,358.0,3242.5,2395.6,324.4
06/04/2019 00:00:00,0.0,269.6,95.4,353.9,954.6,968.2,1162.9,1169.5,4.9,369.0,356.4,3241.1,2401.9,333.7
06/04/2019 01:00:00,0.0,272.2,95.9,351.1,949.9,970.2,1165.4,1219.1,5.0,368.0,353.1,3245.4,2402.2,235.7
06/04/2019 02:00:00,0.0,278.2,97.3,346.3,943.0,972.4,1167.4,1248.4,5.0,367.6,353.3,3238.1,2403.1,328.9
06/04/2019 03:00:00,0.0,283.3,98.7,344.4,942.2,945.8,1170.0,1247.3,5.0,364.1,347.2,3224.8,2401.9,362.5
06/04/2019 04:00:00,0.0,289.6,100.2,340.5,926.2,925.2,1158.4,1314.2,5.0,370.0,357.5,3214.5,2402.9,501.0
06/04/2019 05:00:00,0.0,289.7,101.0,342.2,928.8,938.4,1154.1,1350.3,5.0,371.9,361.0,3210.3,2403.2,541.7
06/04/2019 06:00:00,0.0,289.9,100.9,341.6,935.6,955.1,1160.5,1319.8,5.0,359.4,343.4,3197.6,2400.1,329.5
06/04/2019 07:00:00,0.0,289.7,100.5,341.4,934.8,946.6,1155.6,1328.9,5.0,361.6,347.2,3204.7,2399.9,422.9
06/04/2019 08:00:00,0.0,293.4,101.4,340.3,938.0,951.8,1154.3,1391.4,5.0,368.2,352.0,3206.0,2402.1,443.1
06/04/2019 09:00:00,0.0,293.7,102.0,343.6,941.4,978.9,1149.8,1410.3,5.0,364.7,349.6,3188.5,2402.3,469.8
06/04/2019 10:00:00,0.0,293.6,101.7,345.8,948.8,960.5,1152.5,1350.0,5.0,380.8,373.0,3181.1,2397.3,607.3
06/04/2019 11:00:00,0.0,299.7,102.9,342.8,940.8,965.6,1159.0,1316.2,5.0,377.7,369.9,3173.0,2385.7,493.2
06/04/2019 12:00:00,0.0,300.4,103.0,345.4,958.9,965.2,993.8,1330.1,5.0,389.3,385.1,3167.2,2373.2,470.2
06/04/2019 13:00:00,0.0,300.4,102.9,345.5,945.6,945.6,1165.3,1200.8,5.0,384.2,377.7,3141.8,2372.8,376.9
06/04/2019 14:00:00,0.0,300.0,103.2,346.3,958.0,930.8,1168.9,1176.4,5.0,388.8,383.5,3115.5,2369.3,327.6
06/04/2019 15:00:00,0.0,300.0,103.3,346.7,961.0,929.9,1169.3,1246.2,5.0,427.0,429.9,3114.6,2363.7,290.7
06/04/2019 16:00:00,0.0,300.0,103.4,345.6,957.8,940.3,1153.9,1201.8,5.0,417.9,417.5,3109.8,2359.9,351.6
06/04/2019 17:00:00,0.0,302.6,103.4,345.0,955.7,930.6,1150.6,1236.4,5.0,411.6,413.1,3099.0,2363.7,386.8
06/04/2019 18:00:00,0.0,304.2,103.6,343.9,956.5,939.0,1152.9,1233.8,5.0,418.9,425.0,3078.4,2368.9,360.1
06/04/2019 19:00:00,0.0,305.0,104.0,344.9,952.4,947.8,1145.9,1301.8,5.0,418.4,421.2,3070.1,2381.2,231.6
06/04/2019 20:00:00,0.0,310.7,105.7,342.3,933.0,962.5,1140.3,1330.0,5.0,409.3,406.8,3079.7,2390.4,629.6
06/04/2019 21:00:00,0.0,310.8,105.2,342.8,936.5,954.9,1143.8,1362.2,5.0,395.9,393.5,3092.9,2398.7,613.8
06/04/2019 22:00:00,0.0,311.0,105.3,342.9,940.5,975.2,1135.3,1369.1,5.0,394.2,390.3,3100.1,2399.4,251.7
06/04/2019 23:00:00,0.0,311.0,105.1,341.1,924.4,971.2,1115.0,1345.6,5.0,384.9,377.6,3099.8,2402.2,570.5
06/05/2019 00:00:00,0.0,310.7,104.9,342.9,948.3,962.1,1151.8,1315.3,5.0,402.4,402.7,3137.4,2399.7,435.2
06/05/2019 01:00:00,0.0,311.0,105.0,340.6,934.1,970.9,1157.9,1286.9,5.0,421.9,428.4,3145.9,2404.1,311.8
06/05/2019 02:00:00,0.0,311.2,104.8,342.8,937.3,959.6,1148.0,1277.2,5.0,421.1,426.4,3144.7,2400.9,421.5
06/05/2019 03:00:00,0.0,311.1,104.7,342.2,938.1,959.6,1143.3,1238.9,5.0,390.2,386.3,3150.6,2402.4,504.5
06/05/2019 04:00:00,0.0,310.8,105.5,343.1,939.4,933.7,1140.9,1253.3,5.0,407.2,407.3,3151.9,2401.2,442.1
06/05/2019 05:00:00,0.0,311.0,105.8,342.6,932.8,925.1,1144.6,1231.1,5.0,419.2,420.9,3153.8,2402.3,508.4
06/05/2019 06:00:00,0.0,311.3,105.2,342.4,935.1,918.6,1153.2,1238.5,5.0,392.8,390.7,3149.9,2401.9,330.9
06/05/2019 07:00:00,0.0,311.5,105.6,342.7,940.2,901.3,1164.2,1203.7,5.0,395.7,391.2,3151.1,2394.2,242.2
06/05/2019 08:00:00,0.0,307.2,104.1,344.0,947.0,927.0,1166.0,1146.8,5.0,405.7,404.5,3164.8,2396.2,245.4
06/05/2019 09:00:00,0.0,311.4,105.2,339.9,926.3,974.9,1142.7,1257.2,5.0,396.2,393.6,3183.3,2400.2,450.4
06/05/2019 10:00:00,0.0,310.8,105.5,343.5,938.5,948.7,1143.9,1250.3,5.0,423.1,427.8,3176.7,2390.4,356.7
06/05/2019 11:00:00,0.0,310.9,105.1,343.5,934.0,919.3,1156.5,1238.0,5.0,410.1,410.1,3169.4,2388.1,256.4
06/05/2019 12:00:00,0.0,311.1,105.5,345.4,945.9,920.5,1163.0,1207.5,5.0,416.9,418.9,3169.6,2381.8,259.6
06/05/2019 13:00:00,0.0,310.8,105.1,343.6,940.2,938.5,1173.9,1193.1,5.0,422.8,428.4,3170.4,2378.4,113.2
06/05/2019 14:00:00,0.0,303.6,103.8,345.8,948.0,921.6,1179.9,1134.9,5.0,409.3,407.9,3167.7,2370.5,302.8
06/05/2019 15:00:00,0.0,300.3,102.9,346.9,950.1,936.0,1166.5,1147.8,5.0,426.4,430.8,3071.0,2362.8,187.7
06/05/2019 16:00:00,0.0,302.0,103.5,347.8,955.3,920.2,1145.1,1266.2,5.0,425.4,431.3,3066.4,2362.6,425.5
06/05/2019 17:00:00,0.0,308.6,105.2,340.9,927.6,942.3,1132.8,1334.0,4.8,430.4,416.9,3067.3,2368.3,190.6
06/05/2019 18:00:00,0.0,304.2,103.7,345.6,937.2,923.6,1134.6,1318.6,4.8,414.2,404.9,3071.9,2374.3,199.0
06/05/2019 19:00:00,0.0,310.8,105.9,340.9,915.4,939.8,1138.5,1367.4,5.0,415.5,418.7,3069.8,2384.4,41.2
06/05/2019 20:00:00,0.0,311.4,106.1,339.5,908.4,949.6,1127.4,1389.7,5.0,412.6,414.3,3060.1,2392.7,245.8
06/05/2019 21:00:00,0.0,311.2,106.0,337.7,896.9,956.5,1117.4,1407.8,5.0,411.9,411.1,3067.5,2398.4,471.2
06/05/2019 22:00:00,0.0,310.9,106.8,338.5,897.8,951.2,1121.7,1335.7,5.0,395.8,389.0,3070.8,2400.2,305.8
06/05/2019 23:00:00,0.0,283.0,99.0,347.8,907.1,928.5,1125.2,1209.6,4.6,382.8,353.2,3066.4,2401.3,369.3
06/06/2019 00:00:00,0.0,276.9,98.9,352.2,928.4,891.7,1131.3,1160.3,4.6,394.0,367.8,3061.9,2398.5,235.7
06/06/2019 01:00:00,0.0,289.7,101.4,348.8,948.1,940.1,1116.0,1272.6,4.9,394.5,385.4,3047.7,2397.2,471.4
06/06/2019 02:00:00,0.0,300.9,103.9,346.9,937.0,955.2,1118.9,1297.9,5.0,394.9,393.8,3038.5,2402.1,393.9
06/06/2019 03:00:00,0.0,303.3,104.7,345.8,938.4,964.5,1131.4,1287.6,5.0,400.2,398.8,3026.5,2399.9,247.3
06/06/2019 04:00:00,0.0,302.0,104.3,348.5,930.7,963.1,1122.9,1285.4,5.0,409.3,410.4,3024.0,2400.4,277.1
06/06/2019 05:00:00,0.0,304.9,106.0,345.6,930.2,972.8,1132.9,1271.6,4.9,424.5,421.2,3026.4,2402.4,295.9
06/06/2019 06:00:00,0.0,302.1,105.7,346.0,919.9,943.0,1143.2,1291.3,4.9,438.7,441.7,3025.5,2402.1,281.8
06/06/2019 07:00:00,0.0,303.0,105.9,347.1,923.9,965.0,1133.4,1336.3,5.0,433.5,440.0,3042.3,2395.2,356.5
06/06/2019 08:00:00,0.0,306.1,106.3,348.8,958.1,971.8,1145.7,1361.8,5.0,413.5,415.3,3056.2,2398.5,476.7
06/06/2019 09:00:00,0.0,310.7,107.2,341.3,923.9,955.4,1156.8,1297.2,4.7,408.3,391.9,3044.6,2387.2,342.7
06/06/2019 10:00:00,0.0,310.5,107.1,341.9,915.3,924.0,1158.2,1258.5,5.0,413.2,414.3,3037.4,2381.1,164.7
06/06/2019 11:00:00,0.0,311.1,107.4,341.6,910.3,920.3,1157.3,1263.5,5.0,416.2,414.1,3030.8,2373.2,216.5
06/06/2019 12:00:00,0.0,310.9,106.8,341.4,910.5,910.0,1150.7,1234.3,5.0,406.3,405.0,3029.4,2368.8,341.7
06/06/2019 13:00:00,0.0,311.3,106.3,339.3,911.9,921.5,1139.5,1271.2,5.0,396.5,393.6,3020.6,2360.5,307.8
06/06/2019 14:00:00,0.0,311.2,106.6,339.3,907.0,935.6,1121.9,1304.8,5.0,399.4,393.6,2999.9,2354.3,386.3
06/06/2019 15:00:00,0.0,310.9,106.4,340.7,909.7,928.9,1131.9,1256.2,5.0,394.3,386.3,3046.6,2353.5,366.5
06/06/2019 16:00:00,0.0,311.0,106.8,341.3,909.6,929.4,1136.9,1210.1,5.0,395.3,387.5,3050.8,2350.8,293.6
06/06/2019 17:00:00,0.0,311.4,106.2,339.5,923.2,924.2,1150.4,1217.8,5.0,405.3,403.5,3022.9,2350.2,208.6
06/06/2019 18:00:00,0.0,313.1,106.4,340.6,923.6,943.2,1135.5,1287.9,5.0,407.7,409.7,2996.9,2354.6,391.3
06/06/2019 19:00:00,0.0,315.1,107.2,338.6,921.8,924.6,1151.2,1220.8,5.0,394.3,388.2,2971.9,2356.8,76.4
06/06/2019 20:00:00,0.0,315.2,107.5,338.8,919.8,907.4,1141.5,1181.6,5.0,406.5,402.9,2971.3,2363.3,327.4
06/06/2019 21:00:00,0.0,315.3,107.4,341.9,918.6,891.4,1148.2,1174.1,5.0,408.2,405.1,2965.3,2371.2,245.1
06/06/2019 22:00:00,0.0,314.7,106.9,341.9,931.0,918.3,1176.0,1134.2,5.0,414.9,416.2,2953.7,2378.7,34.9
06/06/2019 23:00:00,0.0,314.8,106.9,342.6,934.1,937.8,1171.0,1146.4,5.0,428.8,434.2,2952.2,2385.3,317.8
06/07/2019 00:00:00,0.0,315.0,107.4,344.1,942.3,942.1,1168.6,1182.7,5.0,447.3,461.5,2949.7,2389.8,259.5
06/07/2019 01:00:00,0.0,314.9,107.3,344.5,932.9,944.4,1164.8,1220.7,5.0,475.2,492.3,3070.1,2392.6,276.5
06/07/2019 02:00:00,0.0,315.1,106.7,342.5,929.5,939.9,1174.1,1180.3,5.0,438.3,449.7,3055.8,2401.2,276.3
06/07/2019 03:00:00,0.0,315.2,107.1,340.4,927.0,928.1,1170.8,1155.2,5.0,422.2,430.2,3056.6,2400.7,211.3
06/07/2019 04:00:00,0.0,315.1,107.0,341.4,930.1,922.3,1166.7,1160.0,5.0,430.5,437.1,3062.6,2400.8,217.3
06/07/2019 05:00:00,0.0,315.2,107.7,342.5,930.2,913.5,1163.4,1153.3,5.0,447.4,457.2,3048.5,2402.6,303.5
06/07/2019 06:00:00,0.0,315.1,107.6,343.9,937.9,935.5,1181.0,1180.5,5.0,448.5,457.4,3041.4,2399.5,202.1
06/07/2019 07:00:00,0.0,315.3,107.7,342.6,916.7,925.7,1174.2,1197.0,5.0,447.6,458.8,3064.4,2398.2,322.4
06/07/2019 08:00:00,0.0,315.5,107.3,342.7,931.3,936.2,1172.3,1152.5,5.0,427.3,432.7,3081.2,2392.9,228.1
06/07/2019 09:00:00,0.0,310.9,106.2,346.6,957.3,933.6,1182.2,1104.5,4.8,446.5,441.6,3079.9,2388.7,302.6
06/07/2019 10:00:00,0.0,301.2,103.8,349.7,956.4,956.5,1181.1,1121.1,5.0,451.3,463.3,3080.0,2387.1,176.2
06/07/2019 11:00:00,0.0,301.4,103.9,350.9,967.6,960.4,1199.9,1120.0,5.0,441.9,453.6,3077.2,2379.5,248.1
06/07/2019 12:00:00,0.0,289.6,101.0,348.4,966.5,961.3,1184.1,1102.7,4.5,455.0,422.8,3079.5,2371.0,248.5
06/07/2019 13:00:00,0.0,285.0,100.1,348.2,958.1,966.5,1159.7,1156.2,4.5,511.2,499.6,3081.5,2366.8,284.2
06/07/2019 14:00:00,0.0,280.9,99.6,346.9,956.7,1004.7,1153.5,1151.1,5.0,486.9,502.6,3087.0,2364.0,271.8
06/07/2019 15:00:00,0.0,271.0,96.9,347.5,952.6,994.4,1152.1,1119.5,4.9,446.6,455.2,2973.4,2194.4,139.9
06/07/2019 16:00:00,0.0,260.1,94.2,349.6,951.8,981.3,1122.3,1138.9,4.6,448.4,425.8,2910.6,2102.2,231.1
06/07/2019 17:00:00,0.0,260.5,94.4,352.4,954.9,980.8,1151.4,1181.4,4.9,472.4,483.8,2909.5,2103.4,159.4
06/07/2019 18:00:00,0.0,267.0,95.7,351.2,951.1,984.8,1156.1,1197.3,5.0,503.0,523.4,2915.0,2101.1,80.9
06/07/2019 19:00:00,0.0,270.8,96.9,349.0,951.3,949.9,1152.9,1238.6,5.0,518.0,536.4,2910.9,2102.9,193.5
06/07/2019 20:00:00,0.0,272.8,97.6,346.8,938.7,945.9,1114.6,1285.3,5.0,479.8,490.9,2907.9,2102.2,10.3
06/07/2019 21:00:00,0.0,277.5,98.7,345.4,943.6,958.2,1096.7,1250.4,5.0,439.0,444.4,2907.1,2103.1,335.2
06/07/2019 22:00:00,0.0,279.9,99.3,344.7,956.8,962.6,1114.3,1166.7,5.0,447.3,452.8,2901.5,2102.2,116.7
06/07/2019 23:00:00,0.0,279.0,98.9,344.2,959.3,982.9,1132.4,1144.9,5.0,450.6,462.1,2890.7,2099.4,225.1
06/08/2019 00:00:00,0.0,260.1,94.3,350.6,966.5,975.9,1115.5,1107.4,5.0,422.4,429.7,2887.0,2101.5,219.1
06/08/2019 01:00:00,0.0,259.9,94.4,352.4,969.1,963.4,1144.0,1109.3,5.0,408.6,410.0,2884.6,2098.7,214.8
06/08/2019 02:00:00,0.0,260.4,94.6,345.8,960.1,987.2,1150.1,1111.3,5.0,408.2,411.0,2883.2,2102.3,139.8
06/08/2019 03:00:00,0.0,260.8,94.6,343.9,961.1,998.5,1171.3,1112.5,5.0,406.9,406.3,2882.0,2097.8,253.0
06/08/2019 04:00:00,0.0,260.3,94.5,343.5,962.2,1011.1,1180.3,1124.0,5.0,402.2,401.4,2882.8,2103.5,107.9
06/08/2019 05:00:00,0.0,255.8,94.0,344.3,964.6,1027.1,1168.0,1120.6,5.0,401.1,397.0,2890.1,2102.4,174.1
06/08/2019 06:00:00,0.0,250.6,92.7,347.0,952.4,992.3,1167.4,1114.8,4.6,382.1,347.5,2932.8,2098.2,288.1
06/08/2019 07:00:00,0.0,232.7,87.4,358.6,949.7,937.9,1142.3,1083.1,3.7,424.0,326.0,2947.5,2100.5,249.2
06/08/2019 08:00:00,0.0,252.6,93.3,351.3,945.7,989.4,1141.8,1243.6,4.8,402.6,388.7,2961.9,2099.8,33.3
06/08/2019 09:00:00,0.0,269.4,96.9,347.7,936.2,987.7,1134.8,1333.3,4.9,402.1,399.7,2981.7,2098.5,276.9
06/08/2019 10:00:00,0.0,269.5,96.6,349.2,934.1,958.1,1112.3,1277.5,4.6,400.9,370.1,2970.7,2097.6,236.1
06/08/2019 11:00:00,0.0,270.8,97.0,349.3,930.4,954.7,1129.7,1333.0,4.6,412.3,383.2,2963.4,2098.7,258.0
06/08/2019 12:00:00,0.0,279.6,98.7,348.2,935.0,939.2,1136.6,1310.4,4.6,402.1,372.1,2946.3,2097.0,282.7
06/08/2019 13:00:00,0.0,283.7,99.5,348.6,948.4,955.0,1136.7,1233.3,4.9,378.6,364.0,2933.8,2096.9,259.0
06/08/2019 14:00:00,0.0,284.5,100.1,348.8,957.9,948.6,1132.2,1220.1,4.9,368.9,353.9,2931.1,2101.6,228.1
06/08/2019 15:00:00,0.0,282.4,99.6,347.2,943.2,952.3,1123.9,1294.5,4.9,357.2,332.6,2952.7,2102.3,321.5
