LOGO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PRE-HEATER DRAFT PROFILE,,,,,,,,,,,,,,
Hourly Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TAG,A_431FM1_F1,B_431FM2_F1,C_431BE1_JT,D_441FN1_PT01,E_441CN1A_1B_PT01,F_441CN1A_PT03,G_441CN1B_PT03,H_441CN2_PT01,I_441CN3_PT01,J_441CN4_PT01,K_441CN5_PT01,L_451PC1_PT01,M_451PC1_PT03,N_461KL1_PT01
TAG DES,Kiln Feed,Kiln Feed,Kiln Feed BE KW,PH Fan Inlet Pressure,PH O/L DRAFT COMMON POINT,Cylone -1A Gas Outlet Pressure,Cylone -1B Gas outlet Pressure,Cylone -2 Gas Outlet Pressure,Cylone -3 Gas Outlet Pressure,Cyc 4 O/L Draft,Cylone -5 Gas Outlet Pressure,Calciner Outlet Pressure,Calciner Intlet Pressure,Kiln Inlet Pressure
UNIT,tph,tph,Kw,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc
06/01/2019 00:00:00,0.1,304.4,103.9,-618.3,-516.9,-473.5,-467.7,-423.0,-338.7,-309.3,-269.9,-154.2,-42.4,-42.6
06/01/2019 01:00:00,0.1,305.7,102.5,-616.8,-515.4,-470.5,-469.7,-415.3,-340.6,-308.2,-267.5,-154.1,-39.1,-48.0
06/01/2019 02:00:00,0.1,303.9,102.5,-604.5,-505.2,-463.3,-460.3,-413.1,-334.3,-303.9,-264.7,-153.7,-37.3,-46.6
06/01/2019 03:00:00,0.1,304.2,102.5,-597.9,-503.0,-463.5,-457.9,-410.4,-337.3,-304.4,-265.5,-156.2,-42.3,-44.4
06/01/2019 04:00:00,0.1,304.3,102.5,-605.9,-506.6,-466.7,-460.2,-407.5,-333.7,-305.5,-262.9,-152.0,-34.0,-39.3
06/01/2019 05:00:00,0.1,305.7,103.9,-608.9,-510.2,-468.3,-464.0,-417.4,-344.4,-312.1,-276.3,-162.0,-38.5,-50.6
06/01/2019 06:00:00,0.1,303.4,103.9,-468.4,-379.3,-344.5,-336.2,-304.7,-244.8,-217.0,-192.8,-100.3,-38.8,-33.3
06/01/2019 07:00:00,0.1,253.7,91.1,-382.0,-334.6,-303.2,-301.3,-267.1,-218.0,-194.8,-171.0,-86.6,-30.2,-29.4
06/01/2019 08:00:00,0.1,268.3,95.4,-523.6,-426.7,-393.2,-391.1,-351.5,-284.8,-257.3,-223.1,-127.4,-35.9,-33.4
06/01/2019 09:00:00,0.1,268.1,95.4,-544.8,-448.7,-412.4,-408.6,-365.6,-299.0,-267.6,-236.8,-129.3,-37.3,-25.7
06/01/2019 10:00:00,0.1,264.9,93.9,-516.1,-426.5,-390.4,-388.0,-346.6,-289.4,-253.1,-220.4,-121.0,-38.7,-28.7
06/01/2019 11:00:00,0.1,264.8,93.9,-496.8,-413.9,-377.7,-377.1,-336.0,-272.8,-240.9,-205.1,-108.4,-34.5,-21.4
06/01/2019 12:00:00,0.1,278.1,96.8,-497.2,-411.7,-371.4,-371.9,-327.1,-271.2,-239.4,-200.8,-113.8,-36.6,-21.2
06/01/2019 13:00:00,0.1,283.5,99.6,-544.6,-450.6,-409.2,-342.0,-366.5,-309.2,-261.5,-219.9,-127.9,-31.4,-24.0
06/01/2019 14:00:00,0.1,284.7,98.2,-512.1,-459.5,-422.0,-416.0,-364.2,-315.1,-267.6,-219.0,-135.6,-31.9,-21.8
06/01/2019 15:00:00,0.1,283.6,98.2,-571.3,-480.6,-437.0,-429.2,-385.4,-321.2,-276.7,-238.9,-135.8,-40.2,-34.4
06/01/2019 16:00:00,0.1,284.3,98.2,-549.2,-474.4,-432.7,-422.0,-386.5,-322.0,-281.7,-243.3,-145.6,-35.6,-34.4
06/01/2019 17:00:00,0.1,284.3,98.2,-556.6,-466.2,-431.6,-420.6,-380.6,-314.9,-280.4,-243.6,-143.6,-38.8,-30.9
06/01/2019 18:00:00,0.1,283.5,99.6,-563.5,-467.3,-431.8,-425.5,-374.8,-308.3,-277.6,-230.9,-137.7,-34.1,-37.6
06/01/2019 19:00:00,0.1,283.2,98.2,-562.8,-469.0,-430.2,-422.2,-376.0,-308.6,-274.6,-232.6,-137.0,-39.0,-36.0
06/01/2019 20:00:00,0.1,284.5,99.6,-560.1,-469.2,-429.2,-424.3,-377.1,-313.1,-277.3,-239.6,-135.5,-37.9,-34.4
06/01/2019 21:00:00,0.1,283.2,98.2,-565.2,-474.2,-433.2,-424.9,-371.8,-315.0,-276.9,-235.1,-139.6,-36.6,-37.3
06/01/2019 22:00:00,0.1,288.5,98.2,-575.3,-470.7,-433.3,-432.6,-381.5,-320.3,-280.7,-234.7,-141.0,-35.8,-39.0
06/01/2019 23:00:00,0.1,284.0,98.2,-570.8,-473.9,-433.7,-427.9,-389.6,-319.0,-278.4,-240.7,-139.0,-39.0,-27.5
06/02/2019 00:00:00,0.1,284.5,98.2,-579.1,-484.0,-442.0,-438.3,-394.3,-330.6,-286.6,-249.2,-143.4,-39.4,-39.7
06/02/2019 01:00:00,0.1,284.0,98.2,-579.6,-486.7,-448.8,-439.5,-389.2,-331.4,-292.0,-249.8,-144.7,-34.2,-38.6
06/02/2019 02:00:00,0.1,283.0,98.2,-565.5,-477.0,-440.9,-433.0,-380.2,-324.8,-284.0,-246.0,-139.2,-33.7,-41.5
06/02/2019 03:00:00,0.1,283.1,98.2,-573.3,-480.9,-441.0,-436.3,-385.1,-325.6,-286.7,-240.2,-141.3,-38.0,-42.4
06/02/2019 04:00:00,0.1,284.3,98.2,-572.3,-480.6,-440.2,-429.0,-385.1,-318.8,-282.1,-241.0,-142.2,-38.8,-40.8
06/02/2019 05:00:00,0.1,284.0,98.2,-574.9,-479.6,-440.4,-435.2,-386.5,-320.7,-284.3,-244.0,-141.7,-40.7,-41.8
06/02/2019 06:00:00,0.1,283.9,98.2,-573.2,-479.5,-437.6,-432.7,-386.0,-319.1,-284.2,-243.7,-139.5,-33.0,-41.7
06/02/2019 07:00:00,0.1,283.5,99.6,-570.7,-480.9,-435.9,-432.4,-386.5,-320.8,-283.2,-246.1,-140.8,-35.9,-41.1
06/02/2019 08:00:00,0.1,282.0,98.2,-562.6,-477.4,-430.4,-430.4,-388.6,-318.3,-282.9,-242.9,-144.3,-39.8,-43.9
06/02/2019 09:00:00,0.1,282.8,98.2,-570.3,-476.4,-437.0,-431.8,-387.4,-316.6,-282.9,-246.5,-145.3,-35.0,-40.0
06/02/2019 10:00:00,0.1,283.6,98.2,-556.9,-470.8,-426.3,-430.4,-375.7,-318.4,-282.3,-244.7,-147.6,-39.1,-36.8
06/02/2019 11:00:00,0.1,284.5,98.2,-561.6,-473.8,-424.8,-426.2,-381.4,-319.6,-283.0,-241.0,-139.9,-35.1,-35.6
06/02/2019 12:00:00,0.1,282.6,98.2,-556.0,-474.3,-423.2,-422.8,-373.6,-314.5,-276.4,-232.1,-137.8,-40.3,-36.2
06/02/2019 13:00:00,0.1,284.4,98.2,-554.7,-474.7,-425.7,-430.2,-386.1,-318.4,-279.3,-235.7,-142.3,-38.2,-31.4
06/02/2019 14:00:00,0.1,284.5,98.2,-557.2,-480.9,-435.3,-428.5,-389.7,-328.3,-287.4,-243.6,-151.4,-38.1,-35.4
06/02/2019 15:00:00,0.1,283.2,98.2,-565.5,-483.5,-432.4,-437.8,-386.7,-326.5,-287.4,-247.5,-149.7,-37.9,-30.7
06/02/2019 16:00:00,0.1,283.7,98.2,-566.6,-483.0,-434.0,-295.4,-392.0,-329.4,-289.1,-249.8,-150.3,-44.3,-32.4
06/02/2019 17:00:00,0.1,283.7,98.2,-564.2,-479.6,-427.0,-407.8,-385.5,-327.0,-284.3,-247.0,-149.5,-38.2,-34.0
06/02/2019 18:00:00,0.1,284.7,98.2,-558.2,-476.8,-429.4,-424.3,-390.0,-324.7,-286.0,-248.8,-150.6,-42.9,-37.7
06/02/2019 19:00:00,0.1,284.1,98.2,-558.1,-478.6,-431.6,-422.6,-390.2,-326.8,-287.0,-248.8,-151.3,-45.0,-34.7
06/02/2019 20:00:00,0.1,283.7,98.2,-559.2,-479.4,-430.0,-427.8,-390.7,-327.8,-291.5,-251.5,-153.1,-36.0,-41.2
06/02/2019 21:00:00,0.1,281.1,98.2,-532.4,-454.5,-403.0,-406.2,-366.6,-305.7,-265.1,-231.4,-137.8,-40.9,-31.3
06/02/2019 22:00:00,0.1,278.9,96.8,-542.0,-462.7,-415.3,-408.1,-373.9,-313.7,-272.4,-235.6,-139.9,-38.5,-28.4
06/02/2019 23:00:00,0.1,278.5,96.8,-554.0,-468.7,-423.6,-416.1,-377.0,-318.4,-277.7,-237.5,-143.4,-37.4,-27.7
06/03/2019 00:00:00,0.1,279.9,96.8,-565.7,-480.2,-429.8,-424.1,-385.3,-327.6,-287.4,-243.5,-147.5,-41.5,-39.2
06/03/2019 01:00:00,0.1,278.1,96.8,-564.4,-480.2,-431.6,-425.7,-390.4,-327.6,-284.8,-253.2,-150.8,-39.0,-41.8
06/03/2019 02:00:00,0.1,279.4,96.8,-553.0,-469.2,-423.8,-163.4,-382.2,-324.4,-281.1,-247.9,-152.4,-34.1,-38.0
06/03/2019 03:00:00,0.1,277.6,96.8,-493.3,-412.2,-369.7,-349.6,-331.5,-274.7,-240.1,-210.2,-123.9,-36.2,-27.4
06/03/2019 04:00:00,0.1,277.8,96.8,-540.8,-459.2,-414.0,-408.9,-367.7,-314.2,-274.7,-240.1,-144.9,-35.4,-25.7
06/03/2019 05:00:00,0.1,278.1,96.8,-553.4,-464.4,-421.6,-422.9,-382.7,-324.3,-284.9,-242.6,-145.2,-37.0,-40.0
06/03/2019 06:00:00,0.1,278.2,96.8,-555.2,-476.7,-424.9,-426.9,-385.3,-327.1,-286.9,-250.1,-152.4,-36.8,-42.9
06/03/2019 07:00:00,0.1,278.7,98.2,-556.1,-471.3,-423.9,-426.1,-385.2,-324.9,-284.9,-244.0,-154.7,-40.4,-41.5
06/03/2019 08:00:00,0.1,283.5,99.6,-561.1,-474.0,-432.7,-428.3,-380.8,-333.2,-284.4,-252.6,-155.1,-35.6,-34.2
06/03/2019 09:00:00,0.1,284.7,99.6,-576.5,-489.8,-441.3,-440.5,-394.0,-336.6,-291.2,-250.5,-148.8,-36.0,-31.5
06/03/2019 10:00:00,0.1,281.2,99.6,-422.3,-333.1,-298.8,-263.9,-259.5,-220.4,-184.5,-153.5,-77.8,-33.2,-2.2
06/03/2019 11:00:00,0.1,237.5,88.2,-520.1,-440.8,-400.0,-392.5,-363.5,-317.6,-281.9,-256.4,-160.0,-48.9,-41.0
06/03/2019 12:00:00,0.1,236.8,88.2,-472.6,-404.3,-366.0,-363.3,-332.0,-296.0,-261.2,-240.8,-156.6,-42.7,-31.1
06/03/2019 13:00:00,0.1,213.3,81.1,-476.8,-411.3,-375.8,-368.1,-332.2,-301.3,-270.2,-252.8,-168.5,-38.7,-51.2
06/03/2019 14:00:00,0.1,202.5,76.9,-460.1,-393.6,-357.3,-360.5,-331.3,-304.8,-282.4,-280.5,-197.9,-37.9,-68.7
06/03/2019 15:00:00,0.1,182.9,72.6,-435.6,-375.1,-340.2,-339.0,-312.3,-287.4,-266.0,-257.9,-183.3,-36.7,-54.7
06/03/2019 16:00:00,0.1,181.9,72.6,-388.5,-324.1,-290.6,-281.9,-252.3,-224.1,-200.6,-188.5,-120.4,-33.7,-49.2
06/03/2019 17:00:00,0.1,161.0,66.9,-236.1,-186.2,-164.4,-157.5,-142.3,-124.4,-112.7,-99.5,-51.3,-27.8,-12.4
06/03/2019 18:00:00,0.1,182.1,72.6,-229.9,-177.9,-156.7,-156.9,-149.8,-135.4,-120.8,-106.5,-52.5,-26.6,-7.1
06/03/2019 19:00:00,0.1,233.0,86.8,-321.3,-268.3,-245.8,-242.6,-214.0,-181.3,-164.0,-144.1,-78.4,-25.9,-19.6
06/03/2019 20:00:00,0.1,252.8,91.1,-422.4,-370.7,-349.1,-342.3,-302.1,-266.8,-241.1,-212.7,-133.4,-24.1,-30.8
06/03/2019 21:00:00,0.1,259.0,93.9,-483.4,-426.6,-398.4,-384.9,-353.1,-304.2,-264.6,-233.0,-137.1,-33.0,-33.5
06/03/2019 22:00:00,0.1,259.9,92.5,-502.3,-416.5,-392.1,-361.1,-352.5,-294.6,-261.1,-223.8,-134.8,-35.8,-32.5
06/03/2019 23:00:00,0.1,268.7,95.4,-534.1,-442.6,-405.3,-375.6,-353.6,-300.5,-265.8,-228.1,-131.8,-29.9,-29.8
06/04/2019 00:00:00,0.1,277.3,98.2,-561.8,-471.8,-427.8,-410.8,-372.6,-319.1,-279.9,-243.5,-141.7,-37.9,-41.4
06/04/2019 01:00:00,0.1,277.9,96.8,-562.9,-476.4,-433.7,-427.2,-377.2,-323.8,-285.3,-248.6,-143.6,-40.3,-38.8
06/04/2019 02:00:00,0.1,286.9,99.6,-562.8,-475.8,-430.7,-423.8,-374.3,-320.5,-281.5,-244.7,-139.8,-34.7,-27.3
06/04/2019 03:00:00,0.1,290.3,101.0,-573.3,-484.0,-443.1,-432.6,-384.2,-322.2,-283.4,-245.0,-138.2,-38.1,-28.4
06/04/2019 04:00:00,0.1,294.7,101.0,-584.4,-493.3,-447.5,-441.0,-391.2,-328.0,-289.0,-246.7,-137.8,-29.3,-33.3
06/04/2019 05:00:00,0.1,294.4,102.5,-593.5,-498.1,-455.2,-444.8,-395.9,-330.2,-291.6,-248.5,-139.9,-32.2,-32.1
06/04/2019 06:00:00,0.1,295.5,102.5,-596.3,-503.3,-458.6,-451.0,-392.7,-337.4,-296.7,-256.2,-146.3,-37.2,-38.1
06/04/2019 07:00:00,0.1,294.1,102.5,-584.6,-497.1,-449.3,-440.8,-385.2,-335.2,-292.3,-249.6,-144.3,-37.3,-36.2
06/04/2019 08:00:00,0.1,298.8,102.5,-588.8,-500.5,-456.3,-452.4,-391.3,-339.4,-297.8,-259.0,-145.8,-39.6,-34.5
06/04/2019 09:00:00,0.1,298.0,102.5,-596.1,-507.8,-462.7,-455.2,-395.6,-332.2,-298.0,-252.1,-144.2,-36.8,-34.1
06/04/2019 10:00:00,0.1,299.0,102.5,-601.1,-512.5,-462.1,-461.4,-395.9,-336.5,-301.6,-251.5,-146.3,-36.6,-31.8
06/04/2019 11:00:00,0.1,306.7,105.3,-603.4,-512.0,-464.1,-463.1,-401.2,-339.5,-302.9,-256.0,-148.8,-40.2,-37.8
06/04/2019 12:00:00,0.1,305.9,103.9,-622.9,-532.7,-482.2,-480.6,-413.6,-351.8,-311.0,-262.9,-148.6,-42.0,-34.3
06/04/2019 13:00:00,0.1,304.6,103.9,-625.3,-538.3,-486.3,-483.1,-413.7,-353.0,-312.6,-265.7,-154.3,-40.2,-36.1
06/04/2019 14:00:00,0.1,303.8,105.3,-629.7,-533.6,-486.1,-485.1,-413.3,-352.5,-313.8,-264.7,-154.6,-40.2,-33.9
06/04/2019 15:00:00,0.1,304.8,105.3,-621.6,-527.8,-480.8,-477.2,-407.5,-345.0,-305.7,-257.8,-150.3,-37.3,-28.6
06/04/2019 16:00:00,0.1,303.9,105.3,-621.8,-526.2,-480.8,-477.6,-410.4,-348.4,-305.1,-263.6,-145.4,-39.4,-30.3
06/04/2019 17:00:00,0.1,309.2,105.3,-622.4,-525.3,-476.1,-478.9,-414.8,-346.8,-312.7,-263.8,-154.0,-42.3,-30.9
06/04/2019 18:00:00,0.1,308.5,105.3,-619.5,-519.6,-478.1,-478.3,-410.3,-344.3,-309.0,-256.7,-148.3,-37.1,-27.3
06/04/2019 19:00:00,0.1,313.1,106.7,-626.8,-527.1,-481.2,-476.1,-410.0,-345.2,-306.5,-262.3,-147.7,-38.5,-32.0
06/04/2019 20:00:00,0.1,314.6,106.7,-630.3,-530.9,-484.4,-482.9,-416.3,-356.2,-316.6,-267.6,-153.1,-38.0,-32.0
06/04/2019 21:00:00,0.1,315.9,106.7,-640.5,-539.7,-494.8,-490.9,-420.8,-357.0,-316.1,-265.9,-151.4,-37.5,-28.0
06/04/2019 22:00:00,0.1,315.7,106.7,-638.5,-539.3,-496.6,-352.6,-422.1,-353.9,-318.9,-272.7,-157.9,-44.5,-38.5
06/04/2019 23:00:00,0.1,315.6,106.7,-629.7,-533.7,-490.9,-451.4,-413.8,-352.7,-313.0,-267.3,-152.0,-41.9,-34.1
06/05/2019 00:00:00,0.1,315.9,106.7,-628.8,-529.0,-486.7,-477.1,-414.5,-346.4,-311.8,-267.4,-149.9,-38.8,-30.2
06/05/2019 01:00:00,0.1,315.2,106.7,-627.0,-522.6,-482.5,-469.3,-407.1,-351.8,-307.8,-264.6,-148.4,-36.2,-29.0
06/05/2019 02:00:00,0.1,314.7,106.7,-632.0,-527.7,-486.5,-481.3,-412.9,-352.4,-312.5,-266.5,-148.9,-36.3,-34.1
06/05/2019 03:00:00,0.1,315.1,105.3,-637.6,-539.3,-492.7,-486.2,-415.0,-350.7,-312.4,-264.3,-150.3,-41.2,-30.9
06/05/2019 04:00:00,0.1,315.1,106.7,-635.9,-534.1,-488.9,-485.3,-414.0,-349.8,-313.4,-266.4,-151.8,-37.8,-35.6
06/05/2019 05:00:00,0.1,315.9,108.2,-632.8,-535.4,-486.3,-481.3,-412.9,-351.8,-310.5,-264.8,-147.7,-32.2,-34.6
06/05/2019 06:00:00,0.1,315.9,108.2,-636.4,-533.5,-486.3,-480.5,-415.9,-352.4,-311.6,-261.9,-153.0,-32.4,-39.8
06/05/2019 07:00:00,0.1,315.4,106.7,-642.6,-540.5,-495.2,-486.4,-418.9,-357.0,-316.6,-276.2,-155.3,-40.4,-40.7
06/05/2019 08:00:00,0.1,314.0,105.3,-624.9,-523.1,-480.4,-293.5,-407.7,-352.7,-311.2,-270.6,-157.5,-42.4,-40.4
06/05/2019 09:00:00,0.1,315.9,106.7,-633.5,-536.1,-486.9,-293.7,-414.6,-359.0,-317.4,-270.7,-159.5,-41.2,-31.9
06/05/2019 10:00:00,0.1,314.9,106.7,-641.8,-542.2,-493.3,-429.7,-420.1,-363.2,-319.0,-272.2,-158.0,-33.3,-39.9
06/05/2019 11:00:00,0.1,315.9,106.7,-632.5,-536.7,-487.4,-415.8,-420.4,-355.5,-317.6,-266.2,-157.1,-45.1,-39.4
06/05/2019 12:00:00,0.1,314.8,106.7,-640.1,-547.1,-496.5,-487.6,-426.4,-360.9,-323.2,-273.9,-156.6,-40.0,-29.9
06/05/2019 13:00:00,0.1,316.0,106.7,-637.3,-541.7,-492.4,-486.9,-420.4,-361.2,-315.3,-272.5,-158.8,-41.3,-38.6
06/05/2019 14:00:00,0.1,315.5,108.2,-633.2,-532.7,-487.1,-487.3,-413.3,-357.8,-315.0,-270.5,-164.8,-46.6,-40.8
06/05/2019 15:00:00,0.1,304.6,103.9,-625.8,-532.3,-484.3,-273.3,-411.9,-355.6,-313.3,-267.7,-156.1,-46.1,-1.4
06/05/2019 16:00:00,0.1,313.0,106.7,-601.3,-498.2,-462.0,-416.5,-384.5,-335.5,-292.8,-249.3,-142.6,-39.2,-28.7
06/05/2019 17:00:00,0.1,314.9,106.7,-631.0,-536.2,-492.4,-455.9,-413.3,-355.5,-313.7,-260.1,-151.4,-41.5,-33.4
06/05/2019 18:00:00,0.1,314.4,106.7,-634.6,-535.3,-488.4,-476.6,-415.2,-346.7,-312.0,-265.9,-149.1,-41.0,-38.7
06/05/2019 19:00:00,0.1,314.6,106.7,-638.8,-537.8,-492.9,-486.8,-420.2,-356.8,-314.9,-269.5,-156.3,-39.7,-40.0
06/05/2019 20:00:00,0.1,316.0,108.2,-643.4,-540.9,-493.2,-488.3,-419.5,-357.1,-314.6,-267.5,-156.5,-42.4,-38.9
06/05/2019 21:00:00,0.1,314.9,106.7,-634.1,-540.3,-493.9,-487.1,-419.9,-353.0,-318.2,-271.1,-157.6,-38.8,-32.2
06/05/2019 22:00:00,0.1,314.7,108.2,-640.0,-543.3,-493.3,-487.3,-422.5,-356.5,-317.8,-269.6,-155.7,-40.4,-36.4
06/05/2019 23:00:00,0.1,314.9,106.7,-602.0,-503.8,-461.8,-452.5,-373.7,-315.1,-282.2,-244.6,-138.9,-40.3,-33.6
06/06/2019 00:00:00,0.1,284.0,101.0,-600.2,-503.2,-455.4,-449.6,-388.4,-340.0,-299.7,-248.2,-144.0,-39.9,-35.3
06/06/2019 01:00:00,0.1,302.8,105.3,-599.5,-500.5,-449.6,-445.9,-384.0,-338.3,-296.2,-253.9,-139.0,-42.8,-28.3
06/06/2019 02:00:00,0.1,305.6,105.3,-639.0,-541.7,-492.0,-480.7,-417.0,-367.6,-321.9,-271.4,-157.5,-44.1,-34.7
06/06/2019 03:00:00,0.1,310.6,106.7,-639.0,-539.4,-496.3,-485.2,-419.0,-364.0,-322.9,-267.7,-155.3,-39.4,-38.2
06/06/2019 04:00:00,0.1,308.2,106.7,-637.3,-536.5,-487.1,-480.9,-409.8,-353.5,-316.2,-267.4,-146.0,-41.4,-27.8
06/06/2019 05:00:00,0.1,310.2,108.2,-639.2,-539.0,-487.3,-485.1,-410.8,-365.4,-316.4,-258.9,-149.5,-34.6,-30.5
06/06/2019 06:00:00,0.1,312.2,108.2,-640.0,-543.6,-495.7,-484.4,-413.2,-362.7,-317.9,-265.8,-151.7,-42.3,-30.5
06/06/2019 07:00:00,0.1,308.4,108.2,-643.9,-539.6,-492.1,-486.3,-416.6,-359.1,-315.8,-269.4,-155.6,-35.9,-31.5
06/06/2019 08:00:00,0.1,312.8,108.2,-628.9,-532.5,-482.6,-472.8,-404.0,-344.4,-305.4,-262.6,-142.2,-36.0,-29.6
06/06/2019 09:00:00,0.1,315.4,109.6,-642.8,-544.2,-496.2,-487.9,-418.9,-355.9,-313.4,-264.9,-151.9,-33.2,-26.3
06/06/2019 10:00:00,0.1,315.4,108.2,-647.0,-546.4,-498.1,-492.1,-423.1,-361.7,-317.2,-262.3,-161.6,-37.9,-32.1
06/06/2019 11:00:00,0.1,315.6,109.6,-641.6,-550.8,-497.3,-495.3,-425.9,-360.6,-320.6,-270.4,-163.2,-38.4,-33.1
06/06/2019 12:00:00,0.1,315.6,108.2,-644.0,-549.2,-499.9,-494.4,-424.7,-356.1,-319.4,-268.0,-160.8,-42.6,-36.3
06/06/2019 13:00:00,0.1,316.4,106.7,-645.6,-550.3,-501.3,-330.1,-429.9,-360.6,-324.5,-271.3,-165.2,-44.0,-40.1
06/06/2019 14:00:00,0.1,315.4,108.2,-647.1,-547.0,-486.8,-474.1,-430.3,-364.5,-321.4,-270.1,-160.1,-39.7,-36.6
06/06/2019 15:00:00,0.1,315.6,108.2,-656.3,-558.7,-507.9,-500.0,-436.5,-369.2,-331.6,-276.1,-164.9,-41.8,-42.6
06/06/2019 16:00:00,0.1,316.7,108.2,-650.9,-549.0,-505.9,-496.2,-431.5,-364.9,-327.6,-277.8,-162.4,-39.8,-42.2
06/06/2019 17:00:00,0.1,315.6,108.2,-646.7,-545.0,-495.4,-491.8,-426.0,-364.4,-322.9,-272.1,-163.4,-42.1,-34.2
06/06/2019 18:00:00,0.1,318.2,108.2,-655.7,-554.9,-505.0,-501.6,-430.1,-367.9,-329.9,-280.7,-167.0,-40.0,-42.8
06/06/2019 19:00:00,0.1,319.6,109.6,-661.7,-558.6,-515.4,-507.7,-436.9,-374.1,-332.3,-275.8,-169.2,-45.2,-47.0
06/06/2019 20:00:00,0.1,319.6,108.2,-657.7,-556.9,-510.0,-506.1,-435.4,-366.8,-334.1,-275.6,-166.8,-46.9,-42.1
06/06/2019 21:00:00,0.1,319.6,109.6,-670.9,-566.8,-515.2,-516.4,-440.6,-368.1,-335.9,-287.3,-170.8,-41.3,-41.5
06/06/2019 22:00:00,0.1,319.2,108.2,-672.8,-574.5,-525.4,-520.8,-449.4,-382.6,-345.5,-296.1,-180.6,-45.6,-58.1
06/06/2019 23:00:00,0.1,318.6,108.2,-669.7,-569.1,-520.3,-516.8,-440.9,-377.0,-338.9,-283.0,-171.8,-37.6,-47.2
06/07/2019 00:00:00,0.1,320.9,108.2,-668.7,-562.9,-514.9,-513.5,-437.6,-367.8,-334.7,-283.3,-166.1,-38.2,-41.1
06/07/2019 01:00:00,0.1,319.2,108.2,-668.1,-556.8,-511.6,-508.3,-433.4,-367.0,-330.1,-275.8,-163.4,-37.7,-43.5
06/07/2019 02:00:00,0.1,319.4,108.2,-666.5,-566.8,-520.6,-512.8,-439.7,-372.0,-334.2,-283.4,-170.0,-39.1,-51.3
06/07/2019 03:00:00,0.1,319.0,108.2,-665.1,-559.1,-513.4,-507.5,-433.4,-370.4,-333.3,-283.8,-169.5,-36.9,-48.8
06/07/2019 04:00:00,0.1,318.4,108.2,-662.6,-560.0,-511.5,-508.2,-431.5,-368.7,-330.9,-279.5,-162.0,-41.1,-44.1
06/07/2019 05:00:00,0.1,318.9,109.6,-664.3,-562.4,-518.8,-509.8,-432.8,-370.7,-331.8,-285.2,-166.9,-38.0,-49.8
06/07/2019 06:00:00,0.1,320.6,109.6,-673.7,-565.9,-516.9,-514.1,-437.5,-374.6,-340.2,-289.6,-168.7,-40.1,-52.6
06/07/2019 07:00:00,0.1,320.1,109.6,-671.7,-565.4,-515.4,-514.3,-438.0,-374.0,-339.5,-288.4,-170.6,-41.6,-50.7
06/07/2019 08:00:00,0.1,320.0,108.2,-673.3,-571.8,-517.0,-518.8,-442.3,-381.0,-346.2,-300.9,-178.1,-47.4,-55.9
06/07/2019 09:00:00,0.1,318.0,108.2,-666.4,-570.1,-520.3,-515.0,-435.6,-372.1,-332.7,-287.6,-176.8,-45.9,-49.6
06/07/2019 10:00:00,0.1,304.8,105.3,-614.6,-545.1,-495.0,-489.5,-415.8,-359.9,-322.6,-281.8,-168.4,-41.1,-52.9
06/07/2019 11:00:00,0.1,304.9,105.3,-663.3,-566.3,-514.7,-513.7,-434.7,-376.4,-338.6,-291.7,-179.5,-48.5,-56.5
06/07/2019 12:00:00,0.1,304.8,105.3,-555.8,-475.0,-429.9,-432.7,-363.1,-321.3,-284.2,-240.8,-147.3,-42.9,-39.0
06/07/2019 13:00:00,0.1,289.7,101.0,-591.7,-502.0,-460.5,-457.7,-385.4,-338.3,-294.6,-252.4,-150.9,-38.2,-41.5
06/07/2019 14:00:00,0.1,287.6,101.0,-583.2,-498.3,-454.3,-454.5,-385.3,-341.0,-298.9,-258.8,-157.2,-42.5,-48.8
06/07/2019 15:00:00,0.1,283.5,99.6,-538.3,-457.8,-421.4,-414.0,-357.0,-318.6,-277.9,-246.3,-147.8,-42.0,-45.5
06/07/2019 16:00:00,0.1,264.8,95.4,-537.3,-456.4,-417.5,-408.5,-350.1,-312.7,-272.6,-235.3,-140.9,-43.1,-38.6
06/07/2019 17:00:00,0.1,266.5,96.8,-536.5,-447.1,-401.0,-411.7,-350.7,-314.3,-277.5,-232.0,-139.2,-40.6,-45.9
06/07/2019 18:00:00,0.1,272.7,98.2,-557.7,-473.6,-425.1,-424.9,-360.7,-318.5,-279.7,-242.2,-140.2,-41.1,-39.7
06/07/2019 19:00:00,0.1,276.0,99.6,-560.0,-472.8,-430.8,-424.1,-362.0,-316.6,-279.0,-239.1,-139.4,-40.5,-37.2
06/07/2019 20:00:00,0.1,277.8,99.6,-562.7,-478.3,-434.8,-423.9,-360.0,-319.2,-277.9,-244.5,-138.7,-41.9,-37.6
06/07/2019 21:00:00,0.1,283.9,99.6,-574.8,-486.4,-439.2,-435.7,-369.8,-326.4,-288.2,-251.6,-144.1,-40.7,-36.7
06/07/2019 22:00:00,0.1,284.9,101.0,-589.1,-497.6,-452.8,-449.4,-378.9,-331.8,-296.9,-259.6,-155.0,-42.5,-38.0
