LOGO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PRE-HEATER DRAFT PROFILE,,,,,,,,,,,,,,
Hourly Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TAG,A_431FM1_F1,B_431FM2_F1,C_431BE1_JT,D_441FN1_PT01,E_441CN1A_1B_PT01,F_441CN1A_PT03,G_441CN1B_PT03,H_441CN2_PT01,I_441CN3_PT01,J_441CN4_PT01,K_441CN5_PT01,L_451PC1_PT01,M_451PC1_PT03,N_461KL1_PT01
TAG DES,Kiln Feed,Kiln Feed,Kiln Feed BE KW,PH Fan Inlet Pressure,PH O/L DRAFT COMMON POINT,Cylone -1A Gas Outlet Pressure,Cylone -1B Gas outlet Pressure,Cylone -2 Gas Outlet Pressure,Cylone -3 Gas Outlet Pressure,Cyc 4 O/L Draft,Cylone -5 Gas Outlet Pressure,Calciner Outlet Pressure,Calciner Intlet Pressure,Kiln Inlet Pressure
UNIT,tph,tph,Kw,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc
13/08/2019 06:00:00,0.1,245.1,91.1,-498.8,-397.2,-372.0,-374.2,-336.2,-269.9,-227.0,-193.5,-132.2,-11.7,-38.6
13/08/2019 07:00:00,0.1,261.9,93.9,-511.5,-406.9,-372.9,-386.3,-346.6,-277.0,-229.3,-193.8,-120.4,-31.5,-38.6
13/08/2019 08:00:00,0.1,265.2,95.4,-527.4,-424.9,-384.3,-420.3,-359.1,-296.4,-243.8,-210.4,-138.2,-27.6,-35.4
13/08/2019 09:00:00,0.1,263.9,95.4,-554.3,-444.0,-402.1,-442.6,-378.6,-302.5,-251.7,-217.4,-141.7,-35.7,-41.7
13/08/2019 10:00:00,0.1,268.3,95.4,-555.0,-444.4,-402.1,-437.7,-378.5,-299.9,-256.0,-212.1,-144.0,-31.4,-38.1
13/08/2019 11:00:00,0.1,275.2,98.2,-555.1,-442.4,-401.8,-437.2,-380.1,-298.1,-252.9,-202.4,-136.3,-30.5,-31.9
13/08/2019 12:00:00,0.1,278.7,98.2,-569.6,-457.7,-408.0,-449.0,-385.2,-303.0,-255.7,-216.6,-144.0,-34.1,-38.7
13/08/2019 13:00:00,0.1,281.9,99.6,-567.4,-457.6,-406.7,-452.3,-383.2,-303.7,-254.6,-213.9,-144.3,-33.8,-32.9
13/08/2019 14:00:00,0.1,286.8,102.5,-559.2,-454.9,-421.2,-444.6,-386.8,-318.1,-261.3,-220.2,-156.5,-31.0,-35.9
13/08/2019 15:00:00,0.1,282.4,99.6,-606.3,-491.8,-458.9,-484.4,-415.2,-334.8,-286.5,-239.2,-166.2,-33.6,-37.5
13/08/2019 16:00:00,0.1,273.7,98.2,-562.8,-455.3,-428.3,-452.1,-386.8,-309.1,-261.6,-218.7,-146.6,-31.7,-44.4
13/08/2019 17:00:00,0.1,267.9,95.4,-550.1,-446.6,-417.7,-443.8,-381.6,-313.1,-256.2,-214.8,-149.9,-31.5,-42.0
13/08/2019 18:00:00,0.1,272.2,96.8,-587.1,-471.4,-424.9,-464.3,-384.1,-309.9,-261.0,-223.9,-138.1,-31.9,-55.9
13/08/2019 19:00:00,0.1,275.2,98.2,-604.4,-487.8,-456.4,-482.2,-408.6,-329.7,-276.6,-239.3,-156.5,-26.5,-48.4
13/08/2019 20:00:00,0.1,274.9,96.8,-584.8,-472.4,-424.1,-465.1,-395.2,-312.8,-266.5,-220.9,-153.2,-35.7,-42.2
13/08/2019 21:00:00,0.1,278.1,98.2,-587.9,-476.8,-426.5,-461.2,-395.8,-311.4,-266.2,-224.2,-151.1,-33.9,-42.4
13/08/2019 22:00:00,0.1,280.7,99.6,-580.2,-472.2,-418.3,-460.8,-394.2,-314.5,-265.9,-221.7,-152.2,-34.1,-40.4
13/08/2019 23:00:00,0.1,278.3,98.2,-586.3,-477.3,-415.0,-459.5,-397.8,-312.5,-267.7,-214.6,-147.9,-29.5,-32.1
14/08/2019 00:00:00,0.1,277.6,99.6,-580.8,-471.8,-417.1,-464.8,-394.4,-317.5,-266.2,-222.6,-153.1,-24.6,-40.3
14/08/2019 01:00:00,0.1,281.9,98.2,-582.9,-474.5,-421.0,-462.9,-393.7,-312.8,-269.7,-224.1,-152.1,-30.2,-36.2
14/08/2019 02:00:00,0.1,280.0,99.6,-572.3,-468.3,-376.6,-454.3,-390.7,-316.4,-265.3,-228.7,-151.6,-33.7,-29.5
14/08/2019 03:00:00,0.1,279.9,99.6,-568.4,-467.2,-407.5,-453.8,-388.6,-312.1,-262.1,-218.6,-152.2,-27.7,-38.4
14/08/2019 04:00:00,0.1,284.1,101.0,-573.1,-471.4,-420.4,-455.3,-392.7,-321.8,-271.7,-221.8,-152.2,-30.8,-35.3
14/08/2019 05:00:00,0.1,284.3,101.0,-583.9,-479.6,-420.1,-464.1,-390.9,-322.9,-277.7,-227.9,-159.4,-30.4,-41.4
14/08/2019 06:00:00,0.1,285.3,101.0,-590.3,-484.1,-429.2,-468.4,-402.0,-326.8,-281.3,-228.1,-155.9,-28.8,-37.9
14/08/2019 07:00:00,0.1,288.2,101.0,-591.3,-485.8,-424.1,-469.6,-399.5,-324.2,-278.9,-223.7,-154.1,-28.1,-31.3
14/08/2019 08:00:00,0.1,286.0,101.0,-581.8,-476.3,-421.7,-460.7,-394.4,-323.4,-273.6,-218.3,-148.6,-27.8,-31.8
14/08/2019 09:00:00,0.1,287.7,102.5,-586.4,-484.6,-426.9,-473.7,-399.7,-330.8,-280.3,-232.2,-159.9,-32.9,-31.5
14/08/2019 10:00:00,0.1,287.2,99.6,-581.8,-478.3,-425.0,-472.7,-384.3,-323.2,-276.6,-227.8,-158.1,-29.6,-37.2
14/08/2019 11:00:00,0.1,285.5,99.6,-594.7,-487.1,-425.3,-473.4,-389.5,-326.2,-278.0,-222.4,-157.4,-32.8,-32.1
14/08/2019 12:00:00,0.1,284.3,99.6,-596.4,-487.7,-428.8,-476.5,-394.9,-326.5,-281.1,-235.0,-157.9,-33.2,-35.7
14/08/2019 13:00:00,0.1,284.5,99.6,-595.6,-491.6,-432.2,-477.3,-390.9,-329.1,-283.4,-229.1,-162.0,-31.8,-40.3
14/08/2019 14:00:00,0.1,284.8,99.6,-601.5,-492.8,-434.1,-481.9,-398.1,-334.2,-281.7,-237.4,-166.8,-36.0,-44.1
14/08/2019 15:00:00,0.1,273.7,96.8,-589.7,-480.9,-423.9,-468.2,-384.4,-324.7,-272.3,-228.1,-160.3,-33.6,-41.4
14/08/2019 16:00:00,0.1,272.2,96.8,-573.7,-467.0,-414.2,-459.3,-377.1,-318.7,-269.2,-223.7,-162.3,-34.3,-42.4
14/08/2019 17:00:00,0.1,273.9,95.4,-564.0,-455.9,-401.6,-443.4,-357.9,-308.3,-257.0,-217.2,-145.8,-30.3,-32.0
14/08/2019 18:00:00,0.1,269.1,96.8,-569.6,-460.7,-403.9,-447.5,-362.3,-306.8,-263.5,-218.5,-148.4,-27.7,-37.1
14/08/2019 19:00:00,0.1,267.8,96.8,-558.5,-455.8,-397.0,-443.0,-374.9,-313.5,-265.6,-225.3,-148.5,-31.0,-44.9
14/08/2019 20:00:00,0.1,272.7,96.8,-563.9,-458.2,-400.0,-445.5,-377.6,-305.4,-264.7,-216.2,-143.3,-28.9,-35.6
14/08/2019 21:00:00,0.1,279.9,98.2,-565.0,-460.4,-400.9,-444.2,-381.8,-308.2,-269.6,-225.9,-151.9,-28.5,-40.9
14/08/2019 22:00:00,0.1,280.7,99.6,-583.7,-474.5,-431.5,-464.0,-391.1,-322.9,-275.5,-231.5,-146.6,-30.0,-41.5
14/08/2019 23:00:00,0.1,279.1,98.2,-590.8,-481.1,-421.6,-465.9,-390.7,-323.0,-277.4,-230.5,-147.5,-29.5,-34.9
15/08/2019 00:00:00,0.1,279.1,98.2,-603.3,-489.5,-443.1,-477.1,-405.8,-327.2,-284.8,-231.6,-156.3,-30.1,-36.9
15/08/2019 01:00:00,0.1,278.9,99.6,-602.2,-485.7,-433.9,-472.4,-405.8,-326.2,-279.0,-234.1,-157.6,-24.8,-32.7
15/08/2019 02:00:00,0.1,284.7,99.6,-600.2,-492.1,-466.7,-468.8,-405.0,-323.0,-274.3,-229.8,-156.1,-26.3,-34.7
15/08/2019 03:00:00,0.1,284.0,101.0,-609.6,-498.4,-441.3,-469.3,-413.1,-327.2,-284.7,-231.8,-160.3,-27.9,-34.2
15/08/2019 04:00:00,0.1,289.7,101.0,-612.8,-501.2,-435.6,-474.6,-410.5,-324.8,-277.3,-222.5,-152.8,-27.8,-30.4
15/08/2019 05:00:00,0.1,288.1,101.0,-614.1,-498.4,-436.5,-476.6,-411.4,-326.9,-277.2,-223.1,-153.9,-25.4,-29.7
15/08/2019 06:00:00,0.1,288.3,101.0,-605.2,-489.3,-433.4,-468.5,-403.9,-321.6,-272.9,-221.3,-148.5,-27.6,-29.7
15/08/2019 07:00:00,0.1,286.1,101.0,-599.4,-477.7,-432.3,-466.4,-399.1,-316.4,-270.4,-219.3,-143.3,-29.3,-30.8
15/08/2019 08:00:00,0.1,285.2,101.0,-602.2,-480.7,-448.8,-468.5,-401.2,-319.2,-268.1,-225.0,-145.4,-26.2,-20.4
15/08/2019 09:00:00,0.1,293.2,101.0,-526.1,-458.9,-471.4,-451.7,-387.8,-305.2,-258.9,-217.6,-139.5,-20.5,-26.8
15/08/2019 10:00:00,0.1,296.6,102.5,-571.5,-474.0,-439.2,-447.7,-380.7,-301.9,-245.5,-209.7,-134.2,-22.9,-25.7
15/08/2019 11:00:00,0.1,293.5,101.0,-577.3,-467.7,-374.4,-449.5,-377.1,-299.5,-247.4,-215.3,-135.8,-21.4,-20.6
15/08/2019 12:00:00,0.1,285.6,99.6,-588.4,-484.8,-340.9,-459.6,-392.7,-316.4,-266.3,-215.3,-145.4,-27.2,-24.3
15/08/2019 13:00:00,0.1,285.3,99.6,-586.6,-481.3,-327.1,-457.8,-384.2,-314.8,-263.8,-216.1,-139.8,-24.5,-22.9
15/08/2019 14:00:00,0.1,285.7,99.6,-587.9,-475.8,-377.9,-458.8,-381.8,-300.6,-255.4,-212.0,-143.9,-26.2,-20.1
15/08/2019 15:00:00,0.1,284.5,99.6,-531.1,-478.2,-373.1,-461.4,-380.1,-306.8,-249.8,-209.0,-141.6,-31.5,-34.9
15/08/2019 16:00:00,0.1,287.7,99.6,-527.6,-475.0,-429.9,-458.6,-374.0,-304.4,-245.3,-208.1,-137.8,-22.3,-23.9
15/08/2019 17:00:00,0.1,286.2,99.6,-529.3,-446.8,-392.4,-457.2,-375.1,-298.0,-243.8,-202.1,-139.9,-24.3,-25.0
15/08/2019 18:00:00,0.1,286.2,99.6,-519.7,-434.9,-331.5,-408.9,-348.6,-275.2,-231.7,-194.1,-128.3,-29.9,-28.5
15/08/2019 19:00:00,0.1,276.6,96.8,-541.6,-468.8,-341.3,-446.5,-365.2,-292.6,-236.6,-203.7,-130.6,-28.9,-32.2
15/08/2019 20:00:00,0.1,279.0,98.2,-519.9,-462.4,-417.6,-448.1,-367.6,-283.4,-234.8,-196.0,-131.1,-26.1,-29.8
15/08/2019 21:00:00,0.1,275.4,96.8,-510.0,-455.8,-432.9,-436.5,-354.1,-279.8,-230.2,-190.1,-127.9,-28.1,-31.3
15/08/2019 22:00:00,0.1,274.8,96.8,-545.0,-446.4,-436.0,-454.7,-369.4,-292.1,-239.0,-199.2,-135.6,-29.5,-35.4
15/08/2019 23:00:00,0.1,274.0,96.8,-499.8,-431.2,-427.4,-423.9,-339.8,-270.7,-220.4,-184.6,-115.7,-25.6,-29.6
16/08/2019 00:00:00,0.1,264.2,95.4,-460.8,-413.2,-386.7,-382.5,-332.0,-264.5,-225.4,-181.3,-118.3,-25.9,-20.8
16/08/2019 01:00:00,0.1,264.6,96.8,-478.1,-425.1,-420.9,-406.4,-338.0,-268.2,-226.5,-175.5,-118.9,-26.3,-28.2
16/08/2019 02:00:00,0.1,265.7,96.8,-469.9,-419.5,-423.6,-397.0,-335.1,-260.3,-209.5,-173.2,-114.4,-25.1,-30.4
16/08/2019 03:00:00,0.1,264.6,96.8,-480.1,-435.1,-416.9,-415.9,-334.0,-268.8,-219.3,-184.3,-118.1,-26.1,-36.0
16/08/2019 04:00:00,0.1,266.6,95.4,-475.1,-431.7,-408.1,-412.1,-326.0,-268.6,-217.0,-185.7,-116.9,-23.5,-26.2
16/08/2019 05:00:00,0.1,261.0,95.4,-409.4,-349.6,-323.9,-336.2,-280.3,-210.1,-174.9,-145.4,-83.7,-19.7,-13.5
16/08/2019 06:00:00,0.1,223.2,86.8,-433.2,-374.4,-326.4,-356.3,-296.5,-231.2,-197.2,-156.8,-103.9,-15.8,-22.4
16/08/2019 07:00:00,0.1,223.3,86.8,-396.9,-336.6,-287.1,-324.6,-288.6,-228.0,-190.4,-157.4,-98.2,-23.1,-15.8
16/08/2019 08:00:00,0.1,225.8,85.4,-413.5,-346.4,-302.6,-330.8,-272.1,-228.0,-190.7,-154.3,-100.8,-15.2,-11.7
16/08/2019 09:00:00,0.1,223.2,85.4,-401.6,-332.5,-286.3,-305.1,-261.5,-210.3,-174.6,-138.0,-76.2,-18.3,-9.8
16/08/2019 10:00:00,0.1,224.1,86.8,-436.5,-354.1,-315.8,-354.9,-286.6,-236.7,-202.4,-165.2,-104.7,-20.6,-14.5
16/08/2019 11:00:00,0.1,223.3,86.8,-386.6,-310.8,-265.8,-301.4,-248.0,-191.3,-161.2,-135.2,-79.0,-22.5,-15.6
16/08/2019 12:00:00,0.1,203.4,79.7,-397.6,-304.4,-277.9,-299.8,-249.6,-188.7,-161.2,-136.3,-83.2,-21.4,-16.5
16/08/2019 13:00:00,0.1,203.9,79.7,-373.4,-296.5,-262.9,-275.7,-240.8,-184.4,-155.4,-132.4,-80.3,-22.8,-12.6
16/08/2019 14:00:00,0.1,203.2,79.7,-326.6,-257.0,-224.4,-244.2,-204.0,-152.2,-126.7,-100.9,-53.7,-5.2,-12.4
16/08/2019 15:00:00,0.1,194.1,75.4,-343.0,-274.1,-183.5,-260.3,-208.3,-170.7,-140.3,-120.7,-68.7,-19.1,-7.4
16/08/2019 16:00:00,0.1,192.9,76.9,-356.5,-284.6,-186.0,-269.7,-224.9,-182.1,-155.3,-132.2,-87.0,-18.7,-16.6
16/08/2019 17:00:00,0.1,193.0,75.4,-353.2,-279.9,-184.6,-262.1,-223.2,-171.3,-150.3,-124.5,-81.9,-20.7,-13.5
16/08/2019 18:00:00,0.1,193.5,75.4,-334.7,-269.8,-170.0,-255.3,-220.3,-161.7,-139.6,-115.4,-69.5,-17.0,-12.4
16/08/2019 19:00:00,0.1,192.6,75.4,-343.9,-279.8,-175.9,-258.4,-220.5,-180.6,-156.3,-134.0,-90.0,-20.8,-16.4
16/08/2019 20:00:00,0.1,192.9,75.4,-332.2,-268.2,-185.5,-255.7,-210.3,-161.3,-138.4,-113.7,-70.3,-18.7,-12.6
16/08/2019 21:00:00,0.1,198.5,75.4,-342.8,-276.4,-193.8,-266.7,-224.7,-179.4,-151.7,-129.3,-81.5,-13.0,-14.4
16/08/2019 22:00:00,0.1,193.0,75.4,-338.0,-264.6,-183.1,-246.9,-196.5,-158.9,-136.0,-111.1,-65.7,-19.2,-13.6
16/08/2019 23:00:00,0.1,193.9,75.4,-318.2,-264.7,-183.5,-246.1,-208.4,-165.9,-144.8,-124.1,-81.6,-12.5,-13.1
17/08/2019 00:00:00,0.1,196.3,75.4,-313.9,-254.3,-174.4,-228.3,-190.7,-147.5,-127.6,-101.7,-58.4,-13.8,-14.9
17/08/2019 01:00:00,0.1,194.2,76.9,-314.1,-254.1,-175.8,-231.5,-190.2,-157.5,-137.0,-114.3,-74.6,-15.1,-13.1
17/08/2019 02:00:00,0.1,193.9,75.4,-316.3,-260.2,-179.7,-236.0,-195.2,-149.3,-129.5,-108.1,-63.5,-14.2,-17.3
17/08/2019 03:00:00,0.1,197.0,76.9,-284.7,-233.2,-167.4,-214.4,-196.2,-128.2,-113.9,-90.1,-51.9,-10.9,-8.0
17/08/2019 04:00:00,0.1,193.7,75.4,-291.8,-242.0,-167.7,-220.6,-193.4,-140.2,-124.4,-101.8,-64.2,-12.9,-12.7
17/08/2019 05:00:00,0.1,196.7,74.0,-278.7,-230.2,-158.6,-203.2,-182.2,-132.0,-112.9,-92.3,-48.1,-13.5,-10.5
17/08/2019 06:00:00,0.1,193.5,75.4,-304.5,-248.5,-171.4,-217.5,-188.4,-145.9,-127.2,-107.7,-66.3,-12.6,-9.0
17/08/2019 07:00:00,0.1,193.7,75.4,-296.1,-243.7,-206.7,-222.2,-190.6,-134.0,-116.6,-91.0,-48.6,-11.5,-8.6
17/08/2019 08:00:00,0.1,200.5,76.9,-312.2,-261.3,-238.4,-243.4,-200.8,-151.1,-130.1,-103.5,-59.8,-11.4,-11.0
17/08/2019 09:00:00,0.1,202.2,79.7,-315.9,-249.9,-229.3,-243.4,-200.0,-150.4,-127.6,-102.6,-58.0,-5.1,-4.2
17/08/2019 10:00:00,0.1,202.9,79.7,-321.3,-264.7,-206.1,-244.5,-209.4,-163.2,-142.9,-118.6,-76.0,-5.5,-9.8
17/08/2019 11:00:00,0.1,192.6,75.4,-343.9,-285.6,-211.4,-256.1,-220.8,-185.6,-160.8,-134.3,-87.2,-4.7,-0.9
17/08/2019 12:00:00,0.1,192.7,75.4,-332.9,-273.4,-194.4,-259.6,-220.7,-192.0,-165.4,-146.3,-99.6,-10.8,-29.5
17/08/2019 13:00:00,0.1,192.7,75.4,-335.3,-274.7,-251.0,-245.9,-221.1,-193.2,-167.8,-142.7,-97.5,-7.8,-24.1
17/08/2019 14:00:00,0.1,202.6,78.3,-335.4,-276.1,-212.0,-263.1,-235.8,-198.9,-170.4,-139.4,-95.1,-10.3,-12.0
17/08/2019 15:00:00,0.1,212.4,81.1,-344.3,-292.0,-211.4,-280.1,-240.8,-199.6,-174.9,-137.5,-96.1,-5.7,-13.3
17/08/2019 16:00:00,0.1,213.7,81.1,-371.6,-313.9,-234.1,-288.5,-261.6,-220.9,-190.9,-159.2,-111.7,2.1,-28.1
17/08/2019 17:00:00,0.1,227.0,85.4,-382.3,-325.3,-240.0,-304.5,-268.4,-226.2,-195.5,-161.4,-104.9,-7.9,-31.5
17/08/2019 18:00:00,0.1,223.0,85.4,-382.8,-305.9,-216.9,-298.0,-243.7,-190.9,-166.7,-127.9,-76.3,-9.3,-23.8
17/08/2019 19:00:00,0.1,224.4,85.4,-447.1,-359.3,-252.4,-340.5,-293.9,-231.7,-200.0,-157.9,-98.7,-7.2,-29.3
17/08/2019 20:00:00,0.1,223.2,85.4,-428.0,-341.3,-249.6,-333.7,-281.5,-223.5,-189.6,-154.5,-94.4,-8.3,-29.0
17/08/2019 21:00:00,0.1,223.3,85.4,-446.1,-348.5,-255.6,-343.3,-278.6,-230.7,-196.2,-161.2,-107.8,-4.3,-26.4
17/08/2019 22:00:00,0.1,233.4,88.2,-447.2,-357.3,-248.6,-340.9,-286.4,-232.6,-198.8,-161.7,-107.6,-6.7,-26.3
17/08/2019 23:00:00,0.1,233.3,88.2,-453.2,-362.2,-262.4,-353.4,-294.4,-255.5,-212.0,-177.5,-117.8,-4.0,-29.3
18/08/2019 00:00:00,0.1,235.0,88.2,-463.9,-374.9,-275.2,-357.5,-313.9,-269.1,-224.6,-190.7,-124.2,-1.0,-32.8
18/08/2019 01:00:00,0.1,242.8,88.2,-478.1,-383.5,-268.8,-360.4,-311.7,-265.4,-228.9,-189.5,-136.7,-7.6,-33.4
18/08/2019 02:00:00,0.1,234.0,88.2,-470.6,-377.2,-279.5,-353.5,-318.3,-273.5,-226.9,-196.1,-135.5,-2.6,-43.7
18/08/2019 03:00:00,0.1,234.1,88.2,-467.8,-370.9,-263.9,-362.8,-322.8,-261.9,-221.3,-187.5,-130.8,-3.9,-35.3
18/08/2019 04:00:00,0.1,235.7,88.2,-464.1,-377.1,-260.4,-351.2,-318.2,-270.6,-231.9,-196.4,-136.8,-1.7,-36.4
18/08/2019 05:00:00,0.1,235.0,88.2,-477.2,-386.8,-262.9,-356.2,-309.2,-267.3,-232.2,-190.9,-139.8,-5.4,-36.4
18/08/2019 06:00:00,0.1,237.0,88.2,-478.0,-387.9,-261.8,-355.5,-307.1,-270.1,-230.2,-199.0,-135.1,-5.4,-37.2
18/08/2019 07:00:00,0.1,243.4,91.1,-489.8,-399.8,-276.8,-372.0,-328.8,-274.3,-239.5,-203.7,-144.8,-4.2,-33.6
18/08/2019 08:00:00,0.1,244.8,91.1,-506.3,-413.7,-274.8,-384.1,-328.3,-291.6,-250.0,-201.3,-149.4,-7.5,-40.5
18/08/2019 09:00:00,0.1,244.6,91.1,-475.6,-377.5,-249.3,-363.5,-323.4,-244.4,-211.9,-189.5,-121.5,-7.0,-32.4
18/08/2019 10:00:00,0.1,246.6,89.7,-500.8,-415.1,-272.2,-387.7,-333.4,-298.3,-253.0,-218.6,-153.4,-11.5,-36.6
18/08/2019 11:00:00,0.1,253.6,92.5,-490.5,-394.7,-260.3,-363.3,-319.3,-276.4,-232.2,-197.1,-130.0,-9.8,-35.5
18/08/2019 12:00:00,0.1,255.6,93.9,-536.3,-434.0,-285.7,-401.3,-352.0,-302.0,-264.0,-224.8,-152.8,-13.1,-39.1
18/08/2019 13:00:00,0.1,258.3,93.9,-549.5,-440.7,-288.8,-418.8,-357.2,-308.1,-263.8,-216.9,-154.7,-8.3,-39.6
18/08/2019 14:00:00,0.1,258.6,93.9,-554.2,-446.4,-296.1,-424.7,-357.3,-311.8,-265.9,-223.1,-151.7,-11.6,-35.8
18/08/2019 15:00:00,0.1,263.9,95.4,-551.6,-440.2,-297.4,-435.5,-359.0,-293.4,-247.0,-198.8,-125.7,-12.2,-29.9
18/08/2019 16:00:00,0.1,268.5,95.4,-579.6,-465.6,-313.8,-461.8,-378.2,-318.8,-272.5,-228.0,-148.5,-24.2,-32.4
18/08/2019 17:00:00,0.1,269.3,96.8,-574.3,-459.4,-311.7,-452.6,-371.0,-309.4,-265.2,-219.1,-143.4,-22.6,-42.8
18/08/2019 18:00:00,0.1,268.1,95.4,-533.8,-431.2,-289.9,-422.6,-337.1,-286.6,-247.9,-202.8,-131.2,-24.4,-38.2
18/08/2019 19:00:00,0.1,273.7,96.8,-530.5,-424.9,-288.7,-417.2,-344.7,-273.3,-234.3,-193.6,-127.9,-22.3,-40.8
18/08/2019 20:00:00,0.1,279.3,98.2,-582.0,-464.8,-313.0,-455.6,-367.7,-311.2,-267.4,-218.2,-139.8,-21.3,-38.8
18/08/2019 21:00:00,0.1,280.3,99.6,-572.3,-463.3,-314.3,-446.7,-369.9,-306.5,-261.0,-202.6,-128.2,-22.4,-36.7
18/08/2019 22:00:00,0.1,278.9,99.6,-567.0,-460.2,-312.4,-441.9,-369.1,-310.0,-262.9,-205.0,-137.7,-19.3,-37.5
18/08/2019 23:00:00,0.1,269.1,96.8,-563.6,-457.9,-310.4,-441.2,-361.3,-305.1,-260.8,-211.4,-135.3,-18.2,-31.1
19/08/2019 00:00:00,0.1,278.5,99.6,-563.9,-464.7,-314.9,-446.7,-371.7,-313.2,-271.0,-214.9,-145.1,-21.0,-42.1
19/08/2019 01:00:00,0.1,278.1,99.6,-578.3,-474.8,-327.7,-438.6,-375.0,-322.4,-276.6,-215.2,-153.1,-16.2,-34.5
19/08/2019 02:00:00,0.1,278.9,99.6,-588.7,-486.3,-336.1,-456.3,-382.1,-322.9,-280.1,-224.1,-155.9,-21.2,-30.7
19/08/2019 03:00:00,0.1,279.0,99.6,-595.9,-488.5,-335.1,-456.8,-386.7,-322.9,-280.3,-225.9,-154.4,-22.7,-38.9
19/08/2019 04:00:00,0.1,280.6,99.6,-589.7,-484.5,-335.6,-449.2,-375.2,-323.4,-281.1,-216.4,-153.0,-17.4,-41.0
19/08/2019 05:00:00,0.1,280.3,99.6,-581.8,-480.3,-323.0,-460.0,-378.3,-325.8,-285.0,-224.9,-157.6,-23.0,-47.4
19/08/2019 06:00:00,0.1,273.1,98.2,-394.5,-338.9,-224.4,-303.3,-273.4,-227.6,-199.7,-167.0,-105.9,-17.2,-40.9
19/08/2019 07:00:00,0.1,213.4,82.5,-369.2,-312.0,-167.6,-252.0,-250.5,-209.5,-179.7,-137.7,-86.3,-8.2,-25.6
19/08/2019 08:00:00,0.1,231.5,88.2,-397.0,-334.6,-237.5,-326.1,-260.6,-231.5,-196.5,-158.6,-96.8,-6.0,-23.9
19/08/2019 09:00:00,0.1,253.3,92.5,-487.8,-384.3,-266.6,-363.0,-308.6,-263.6,-227.0,-180.9,-112.0,-9.4,-24.5
19/08/2019 10:00:00,0.1,258.0,93.9,-530.3,-430.7,-297.6,-408.7,-344.0,-290.2,-254.1,-202.1,-134.7,-21.1,-32.2
19/08/2019 11:00:00,0.1,263.5,95.4,-531.1,-429.0,-300.1,-417.0,-342.5,-295.2,-248.5,-186.6,-132.8,-10.3,-25.8
19/08/2019 12:00:00,0.1,266.5,95.4,-543.1,-439.4,-304.8,-410.9,-347.7,-294.5,-256.2,-207.0,-136.3,-18.0,-22.2
19/08/2019 13:00:00,0.1,268.5,96.8,-554.6,-454.9,-315.0,-393.3,-340.6,-307.6,-266.2,-214.0,-141.3,-17.1,-30.6
19/08/2019 14:00:00,0.1,268.2,96.8,-554.4,-457.6,-319.2,-449.8,-360.6,-310.3,-269.3,-217.2,-143.7,-13.9,-29.3
19/08/2019 15:00:00,0.1,278.2,98.2,-535.1,-452.4,-320.9,-446.1,-352.5,-302.3,-263.8,-202.3,-145.0,-19.3,-35.5
19/08/2019 16:00:00,0.1,278.1,98.2,-555.9,-466.0,-325.7,-448.7,-366.3,-299.9,-252.0,-198.0,-143.8,-17.5,-44.4
19/08/2019 17:00:00,0.1,253.7,92.5,-475.7,-394.2,-273.4,-374.9,-316.0,-250.5,-205.0,-146.3,-102.6,-10.0,-23.6
19/08/2019 18:00:00,0.1,256.5,92.5,-504.5,-427.4,-292.9,-408.6,-315.1,-262.5,-217.4,-163.7,-115.7,-11.2,-33.3
19/08/2019 19:00:00,0.1,255.7,93.9,-508.3,-430.2,-299.3,-414.0,-354.0,-275.0,-241.3,-182.7,-129.9,-11.0,-25.6
19/08/2019 20:00:00,0.1,244.5,91.1,-450.5,-369.5,-263.6,-359.4,-299.7,-238.1,-209.6,-155.5,-102.6,-8.6,-16.0
19/08/2019 21:00:00,0.1,259.0,93.9,-506.3,-421.3,-304.7,-407.9,-350.6,-278.2,-242.9,-184.6,-126.5,-13.8,-25.4
19/08/2019 22:00:00,0.1,260.0,93.9,-541.5,-440.7,-309.0,-424.0,-350.2,-287.7,-248.7,-185.7,-123.2,-8.6,-14.8
19/08/2019 23:00:00,0.1,265.3,95.4,-552.1,-451.6,-318.4,-433.8,-364.5,-296.5,-254.4,-200.4,-136.4,-14.7,-21.6
20/08/2019 00:00:00,0.1,265.2,95.4,-561.3,-457.5,-326.3,-436.1,-365.2,-292.9,-257.2,-192.7,-139.4,-18.7,-26.8
20/08/2019 01:00:00,0.1,268.8,95.4,-557.5,-456.8,-322.3,-438.1,-369.0,-300.5,-256.9,-191.4,-136.5,-12.0,-20.5
20/08/2019 02:00:00,0.1,269.3,95.4,-565.7,-467.9,-325.2,-446.6,-375.0,-311.0,-265.8,-198.9,-142.6,-16.3,-27.8
20/08/2019 03:00:00,0.1,274.5,98.2,-574.2,-474.6,-334.3,-456.8,-377.5,-315.0,-275.4,-210.2,-146.8,-14.1,-20.9
20/08/2019 04:00:00,0.1,280.3,98.2,-599.6,-496.6,-349.2,-478.5,-406.6,-331.4,-286.6,-220.1,-163.8,-16.3,-19.2
