LOGO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pre-Heater Fan Performance Profile,,,,,,,,,,,,,,
Hourly Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TAG,A_431FM1_F1,B_431FM2_F1,C_431BE1_JT,D_481FM3_FI,E_481FM1_FI,F_481FM2_FI,G_441FN1_TT01,H_441FN1_PT01,I_441FN1_TT02,J_441CN1A_1B_PT01,K_461KL1_PT01,L_441FN1_SZ,M_441FN1_KW_EM,N_441FN1_SPC_POWER
TAG DES,Kiln Feed,Kiln Feed,Kiln Feed BE KW,Kiln  COAL TPH,PC COAL TPH,PC COAL FIRING,PH FAN I/L TEMP,PH Fan Inlet Pressure (PT),PH Fan O/L Temp,PH Fan Outlet DRAFT,Kiln Inlet Pressure (PT),PH Fan speed,PH Fan power EM,PH SPECIFIC POWER
UNIT,tph,tph,Kw,tph,tph,TPH,°C,mmWc,°C,mmWc,mmWc,rpm,Kw,Kw/T Clk
06/08/2019 17:00:00,0.0,287.6,100.6,6.8,11.6,0.0,194.1,-620.9,212.0,-532.8,-50.1,770.5,1051.0,4.2
06/08/2019 18:00:00,0.0,290.9,101.4,6.8,12.0,0.0,194.5,-624.4,205.3,-536.5,-48.2,772.7,1059.9,4.2
06/08/2019 19:00:00,0.0,291.3,101.6,6.6,11.9,0.0,194.6,-625.7,200.4,-538.3,-49.7,774.6,1065.0,4.2
06/08/2019 20:00:00,0.0,291.0,101.6,6.6,12.0,0.0,195.4,-632.0,205.5,-543.4,-50.5,778.7,1081.5,4.2
06/08/2019 21:00:00,0.0,290.7,101.2,6.7,12.2,0.0,194.8,-633.9,205.1,-545.5,-51.9,778.7,1082.1,4.2
06/08/2019 22:00:00,0.0,286.7,100.5,6.7,11.8,0.0,194.5,-619.2,204.1,-532.9,-50.1,767.0,1036.8,4.2
06/08/2019 23:00:00,0.0,280.8,99.2,6.7,11.8,0.0,192.4,-597.1,201.1,-511.8,-45.2,748.4,969.3,4.1
06/09/2019 00:00:00,0.0,280.4,99.0,6.7,11.7,0.0,191.2,-587.5,200.4,-502.1,-45.6,742.0,945.0,4.1
06/09/2019 01:00:00,0.0,280.4,98.7,6.5,11.6,0.0,190.0,-566.9,197.9,-482.5,-41.5,728.3,898.7,4.0
06/09/2019 02:00:00,0.0,280.4,98.4,6.5,11.5,0.0,189.5,-571.9,198.0,-487.0,-44.3,731.9,912.3,4.0
06/09/2019 03:00:00,0.0,287.6,99.7,6.5,11.7,0.0,189.7,-582.4,196.8,-496.9,-44.0,738.8,940.1,4.0
06/09/2019 04:00:00,0.0,288.8,100.5,6.5,11.7,0.0,189.3,-591.2,193.2,-504.7,-45.8,743.5,952.0,4.0
06/09/2019 05:00:00,0.0,280.1,99.0,6.3,11.4,0.0,189.1,-567.7,191.3,-483.1,-42.6,728.3,897.0,4.0
06/09/2019 06:00:00,0.0,279.9,98.8,6.4,11.0,0.0,189.7,-594.1,193.3,-504.7,-50.5,748.1,965.0,4.1
06/09/2019 07:00:00,0.0,280.3,99.2,6.4,11.4,0.0,190.3,-591.0,192.9,-503.3,-49.4,746.5,962.1,4.1
06/09/2019 08:00:00,0.0,279.9,98.8,6.6,11.5,0.0,190.7,-584.3,190.9,-498.1,-46.2,742.5,946.9,4.1
06/09/2019 09:00:00,0.0,279.8,99.0,6.6,11.7,0.0,190.7,-583.3,190.8,-497.0,-44.3,742.0,946.2,4.1
06/09/2019 10:00:00,0.0,280.0,98.8,6.5,11.6,0.0,191.4,-575.2,192.7,-491.0,-44.6,737.5,931.9,4.1
06/09/2019 11:00:00,0.0,283.2,99.4,6.4,11.4,0.0,191.7,-576.1,192.7,-488.8,-40.8,740.3,944.4,4.0
06/09/2019 12:00:00,0.0,284.4,99.9,6.3,11.7,0.0,192.4,-577.1,197.2,-490.9,-37.7,742.6,949.5,4.0
06/09/2019 13:00:00,0.0,283.4,99.2,6.3,11.7,0.0,192.2,-574.7,195.6,-488.5,-36.6,742.6,947.6,4.0
06/09/2019 14:00:00,0.0,280.9,98.6,6.4,11.5,0.0,192.0,-574.5,200.1,-489.2,-36.0,742.6,944.0,4.1
06/09/2019 15:00:00,0.0,279.4,98.1,6.5,11.4,0.0,191.4,-576.3,200.4,-491.7,-37.1,742.6,943.1,4.1
06/09/2019 16:00:00,0.0,279.4,98.2,6.4,11.8,0.0,190.9,-574.5,200.4,-490.2,-36.2,742.6,941.3,4.1
06/09/2019 17:00:00,0.0,279.7,98.0,6.3,11.6,0.0,190.9,-574.6,196.2,-486.9,-36.7,742.6,943.0,4.1
06/09/2019 18:00:00,0.0,279.4,97.6,6.5,11.6,0.0,190.7,-578.2,190.8,-487.2,-38.9,742.5,941.4,4.1
06/09/2019 19:00:00,0.0,279.4,97.7,6.6,11.5,0.0,190.7,-575.8,190.8,-487.2,-37.7,742.5,944.2,4.1
06/09/2019 20:00:00,0.0,279.2,97.7,6.6,11.4,0.0,191.4,-573.5,196.1,-484.7,-35.0,742.6,944.1,4.1
06/09/2019 21:00:00,0.0,279.0,97.6,6.7,11.4,0.0,191.9,-574.3,199.8,-484.6,-35.6,742.5,941.4,4.1
06/09/2019 22:00:00,0.0,279.3,97.9,6.7,11.4,0.0,191.9,-580.7,200.6,-490.8,-37.5,747.0,957.3,4.1
06/09/2019 23:00:00,0.0,279.3,97.5,7.0,11.2,0.0,192.8,-590.0,201.5,-499.4,-40.9,754.9,982.4,4.2
06/10/2019 00:00:00,0.0,279.6,97.2,7.2,11.1,0.0,193.2,-593.0,200.8,-506.1,-43.0,757.2,987.9,4.2
06/10/2019 01:00:00,0.0,280.1,97.3,7.2,11.0,0.0,192.3,-583.8,198.9,-496.7,-40.8,748.5,957.6,4.1
06/10/2019 02:00:00,0.0,279.4,97.4,7.0,11.4,0.0,191.3,-583.7,200.2,-495.5,-38.5,746.6,953.2,4.1
06/10/2019 03:00:00,0.0,279.6,97.6,7.1,11.2,0.0,190.8,-587.3,199.0,-500.8,-40.1,749.5,961.0,4.1
06/10/2019 04:00:00,0.0,278.9,97.5,7.2,11.4,0.0,191.7,-596.8,198.5,-507.7,-39.3,757.5,987.9,4.2
06/10/2019 05:00:00,0.0,279.9,98.5,7.2,11.1,0.0,191.7,-597.6,200.4,-507.0,-38.9,758.6,996.7,4.2
06/10/2019 06:00:00,0.0,279.9,98.2,7.0,11.2,0.0,192.7,-596.6,198.7,-504.6,-38.1,758.6,996.5,4.2
06/10/2019 07:00:00,0.0,280.1,98.4,7.0,11.2,0.0,192.8,-596.3,200.7,-507.0,-38.0,758.6,997.6,4.2
06/10/2019 08:00:00,0.0,280.1,98.6,7.0,11.0,0.0,192.3,-585.9,190.9,-495.5,-36.2,749.4,964.7,4.1
06/10/2019 09:00:00,0.0,280.2,98.5,7.0,11.4,0.0,191.9,-585.5,196.6,-499.9,-37.6,748.4,959.6,4.1
06/10/2019 10:00:00,0.0,279.7,98.3,7.1,11.4,0.0,191.6,-585.4,197.4,-501.0,-46.5,748.6,962.2,4.1
06/10/2019 11:00:00,0.0,271.3,96.8,7.2,11.0,0.0,192.1,-582.8,195.9,-498.2,-57.9,746.4,951.2,4.2
06/10/2019 12:00:00,0.0,269.1,96.4,7.2,11.0,0.0,191.1,-571.4,193.5,-490.0,-52.8,737.8,919.1,4.2
06/10/2019 13:00:00,0.0,268.0,96.2,7.2,10.7,0.0,191.1,-567.3,190.7,-486.7,-48.4,736.4,913.9,4.2
06/10/2019 14:00:00,0.0,273.4,98.0,6.9,11.4,0.0,190.7,-576.5,195.5,-494.2,-46.9,742.2,933.9,4.1
06/10/2019 15:00:00,0.0,264.6,95.7,6.6,10.5,0.0,187.6,-532.3,196.3,-454.8,-41.1,704.7,833.2,4.1
06/10/2019 16:00:00,0.0,264.8,95.8,6.1,10.5,0.0,180.6,-530.7,191.4,-447.7,-36.2,697.0,812.5,4.0
06/10/2019 17:00:00,0.0,265.1,96.5,5.6,10.6,0.0,177.5,-537.3,181.7,-450.6,-41.2,692.7,805.5,4.0
06/10/2019 18:00:00,0.0,265.1,96.5,5.6,10.6,0.0,176.0,-527.1,176.1,-444.8,-36.5,691.0,794.9,4.0
06/10/2019 19:00:00,0.0,264.9,96.4,5.5,11.0,0.0,176.1,-521.6,179.6,-440.7,-37.6,686.8,778.9,3.9
06/10/2019 20:00:00,0.0,265.0,96.2,5.8,10.9,0.0,176.0,-522.1,181.9,-441.2,-39.3,686.7,779.7,3.9
06/10/2019 21:00:00,0.0,264.8,96.1,6.1,10.6,0.0,176.4,-523.9,182.4,-443.2,-39.4,686.7,783.3,4.0
06/10/2019 22:00:00,0.0,264.7,96.1,5.8,10.5,0.0,175.9,-528.2,180.1,-447.8,-39.7,686.7,783.9,4.0
06/10/2019 23:00:00,0.0,265.1,96.1,5.8,10.9,0.0,176.1,-530.6,181.7,-449.1,-41.6,686.8,786.3,4.0
06/11/2019 00:00:00,0.0,264.7,96.1,6.0,11.0,0.0,175.8,-531.3,178.3,-450.5,-41.0,686.7,783.9,4.0
06/11/2019 01:00:00,0.0,265.0,96.2,6.0,11.0,0.0,176.4,-534.0,178.5,-452.4,-41.7,686.8,784.6,4.0
06/11/2019 02:00:00,0.0,264.5,95.8,5.9,10.8,0.0,176.2,-524.1,181.6,-444.3,-40.7,686.7,781.3,4.0
06/11/2019 03:00:00,0.0,264.9,95.8,5.9,10.8,0.0,175.3,-524.8,181.3,-445.1,-40.8,686.7,784.0,3.9
06/11/2019 04:00:00,0.0,265.2,95.9,5.8,10.8,0.0,175.4,-533.9,182.1,-450.2,-41.2,686.8,788.2,4.0
06/11/2019 05:00:00,0.0,265.1,96.5,5.8,10.9,0.0,176.2,-530.6,182.8,-448.5,-40.1,686.7,786.7,4.0
06/11/2019 06:00:00,0.0,265.0,96.3,5.9,10.6,0.0,175.8,-527.1,181.8,-444.2,-39.0,686.8,788.5,4.0
06/11/2019 07:00:00,0.0,264.7,96.2,6.0,10.5,0.0,176.0,-528.7,181.4,-445.8,-40.7,686.7,787.5,4.0
06/11/2019 08:00:00,0.0,264.6,95.9,6.0,10.6,0.0,176.3,-524.0,179.3,-442.2,-37.9,686.7,783.0,4.0
06/11/2019 09:00:00,0.0,264.8,95.6,6.0,10.7,0.0,176.5,-523.2,179.2,-442.3,-37.5,686.7,787.1,4.0
06/11/2019 10:00:00,0.0,264.5,96.0,6.0,10.6,0.0,176.5,-522.8,180.7,-443.4,-38.7,686.7,785.4,4.0
06/11/2019 11:00:00,0.0,264.4,95.7,6.0,10.6,0.0,176.0,-525.0,180.9,-445.0,-40.8,686.8,785.1,4.0
06/11/2019 12:00:00,0.0,264.6,95.6,6.0,10.6,0.0,176.1,-524.1,181.4,-445.2,-41.0,686.8,784.4,4.0
06/11/2019 13:00:00,0.0,264.8,95.7,6.3,11.4,0.0,179.6,-515.1,185.0,-434.3,-38.4,686.7,763.6,3.9
06/11/2019 14:00:00,0.0,264.5,95.8,6.2,11.4,0.0,182.2,-512.0,190.4,-431.3,-36.5,686.7,764.5,3.9
06/11/2019 15:00:00,0.0,264.9,96.1,6.2,11.4,0.0,183.0,-509.2,196.7,-428.6,-34.5,686.8,763.0,3.9
06/11/2019 16:00:00,0.0,264.9,95.7,6.2,11.4,0.0,182.6,-506.9,198.9,-427.8,-33.2,686.8,760.6,3.9
06/11/2019 17:00:00,0.0,265.3,95.8,6.2,11.4,0.0,182.3,-510.3,197.2,-429.8,-37.1,686.8,763.1,3.9
06/11/2019 18:00:00,0.0,265.2,95.5,6.1,11.4,0.0,181.6,-509.3,191.2,-429.3,-38.9,686.7,763.8,3.9
06/11/2019 19:00:00,0.0,264.9,95.5,6.1,11.4,0.0,181.7,-507.8,190.5,-427.4,-37.7,686.7,763.5,3.9
06/11/2019 20:00:00,0.0,264.6,95.6,6.1,11.4,0.0,181.8,-508.1,190.3,-427.9,-40.0,686.7,763.0,3.9
06/11/2019 21:00:00,0.0,264.8,95.6,6.1,11.4,0.0,181.6,-510.0,190.0,-428.2,-36.4,686.7,764.7,3.9
06/11/2019 22:00:00,0.0,269.6,96.9,6.1,11.8,0.0,182.5,-541.3,191.1,-455.0,-44.1,713.6,851.7,4.0
06/11/2019 23:00:00,0.0,280.2,99.3,6.0,12.2,0.0,186.1,-571.6,195.2,-479.8,-42.2,737.4,932.4,4.1
06/12/2019 00:00:00,0.0,280.2,99.4,6.0,12.3,0.0,187.3,-572.1,195.2,-480.6,-42.1,737.3,930.8,4.1
06/12/2019 01:00:00,0.0,283.9,100.2,5.8,12.6,0.0,187.3,-581.3,195.1,-490.1,-43.3,744.5,956.3,4.0
06/12/2019 02:00:00,0.0,284.6,99.6,5.9,12.8,0.0,188.3,-587.5,191.1,-493.6,-45.7,748.5,969.1,4.1
06/12/2019 03:00:00,0.0,281.9,98.9,6.4,12.3,0.0,188.4,-585.4,193.2,-491.8,-48.1,747.0,963.0,4.1
06/12/2019 04:00:00,0.0,280.2,99.2,6.5,12.1,0.0,187.9,-578.2,195.5,-487.6,-43.5,742.4,946.2,4.1
06/12/2019 05:00:00,0.0,284.3,100.7,6.5,12.1,0.0,188.3,-579.2,189.3,-487.0,-43.6,742.4,948.0,4.0
06/12/2019 06:00:00,0.0,285.0,100.6,6.4,12.2,0.0,188.0,-579.6,186.3,-485.7,-42.6,742.5,949.5,4.0
06/12/2019 07:00:00,0.0,285.6,101.2,6.3,12.1,0.0,188.7,-577.5,193.0,-483.6,-39.1,742.8,951.4,4.0
06/12/2019 08:00:00,0.0,285.7,100.9,6.3,12.2,0.0,189.0,-586.1,192.6,-491.0,-41.2,748.3,972.8,4.1
06/12/2019 09:00:00,0.0,285.4,100.4,6.3,12.1,0.0,190.0,-582.8,195.9,-490.5,-41.3,748.3,972.6,4.1
06/12/2019 10:00:00,0.0,285.6,100.2,6.3,12.2,0.0,190.6,-581.6,194.4,-490.8,-39.5,748.4,971.9,4.1
06/12/2019 11:00:00,0.0,285.5,100.3,6.3,11.2,0.0,190.6,-582.7,192.6,-492.9,-43.5,748.4,971.4,4.1
06/12/2019 12:00:00,0.0,285.7,100.5,6.4,11.3,0.0,189.8,-583.4,194.3,-493.0,-41.3,748.4,972.7,4.1
06/12/2019 13:00:00,0.0,285.7,100.5,6.3,10.3,0.0,190.0,-587.1,197.8,-495.6,-42.0,752.3,983.8,4.1
06/12/2019 14:00:00,0.0,285.7,100.8,6.3,10.7,0.0,190.0,-583.4,194.9,-493.6,-41.7,748.4,971.4,4.1
06/12/2019 15:00:00,0.0,192.0,78.5,5.4,6.9,0.0,195.0,-363.8,193.0,-298.3,-31.5,554.3,497.8,189.8
06/12/2019 16:00:00,0.0,257.5,93.7,6.4,9.8,0.0,187.6,-514.5,193.7,-430.8,-39.0,695.8,800.4,4.1
06/12/2019 17:00:00,0.0,282.0,99.4,6.5,10.9,0.0,187.7,-574.1,195.9,-484.7,-39.3,742.1,957.3,4.1
06/12/2019 18:00:00,0.0,284.4,100.1,6.5,11.0,0.0,189.2,-583.7,190.6,-493.7,-38.8,750.7,982.7,4.1
06/12/2019 19:00:00,0.0,284.7,99.9,6.5,10.9,0.0,191.1,-577.0,191.0,-486.6,-35.6,747.4,970.2,4.1
06/12/2019 20:00:00,0.0,284.5,99.7,6.5,10.8,0.0,191.3,-575.3,198.3,-484.0,-30.3,747.4,974.9,4.1
06/12/2019 21:00:00,0.0,284.5,99.9,6.5,10.2,0.0,189.7,-576.3,199.2,-482.6,-31.3,747.5,973.0,4.1
06/12/2019 22:00:00,0.0,284.5,100.6,6.5,11.0,0.0,188.6,-578.5,185.5,-485.0,-29.0,747.6,973.2,4.1
06/12/2019 23:00:00,0.0,284.5,100.3,6.4,10.8,0.0,187.7,-588.7,186.1,-493.9,-32.8,755.0,1002.3,4.2
13/06/2019 00:00:00,0.0,284.2,100.3,6.5,10.5,0.0,188.9,-605.1,187.1,-508.5,-48.9,768.7,1053.5,4.3
13/06/2019 01:00:00,0.0,284.8,100.8,6.7,10.6,0.0,190.0,-605.3,186.1,-508.1,-50.2,768.7,1056.1,4.3
13/06/2019 02:00:00,0.0,284.4,100.5,6.8,10.6,0.0,190.7,-604.5,186.9,-507.2,-50.2,768.7,1055.3,4.3
13/06/2019 03:00:00,0.0,284.2,100.3,6.8,10.6,0.0,191.7,-602.1,186.3,-504.7,-50.8,768.7,1055.8,4.3
13/06/2019 04:00:00,0.0,284.2,100.0,6.8,10.6,0.0,191.8,-589.7,185.7,-493.8,-47.8,759.1,1018.0,4.2
13/06/2019 05:00:00,0.0,283.9,100.2,6.7,10.7,0.0,191.1,-591.2,191.2,-495.1,-47.9,758.6,1016.5,4.2
13/06/2019 06:00:00,0.0,284.2,100.5,6.5,10.8,0.0,190.9,-581.6,193.6,-486.1,-44.4,752.7,993.6,4.1
13/06/2019 07:00:00,0.0,284.2,100.4,6.5,10.9,0.0,190.6,-582.9,191.5,-487.1,-44.8,752.5,992.6,4.1
13/06/2019 08:00:00,0.0,284.0,100.5,6.5,10.9,0.0,190.4,-582.4,192.3,-487.2,-44.8,752.4,994.5,4.1
13/06/2019 09:00:00,0.0,283.9,100.6,6.4,11.0,0.0,190.6,-580.2,192.4,-484.2,-38.9,752.5,998.4,4.2
13/06/2019 10:00:00,0.0,284.1,100.8,6.2,11.1,0.0,190.6,-580.4,192.5,-485.0,-36.7,752.7,996.8,4.2
13/06/2019 11:00:00,0.0,284.4,101.3,6.4,11.2,0.0,191.0,-582.6,191.6,-488.8,-42.5,752.6,993.5,4.1
13/06/2019 12:00:00,0.0,284.2,101.0,6.5,10.9,0.0,191.0,-579.1,193.7,-484.5,-39.1,752.4,996.0,4.1
13/06/2019 13:00:00,0.0,284.5,100.8,6.4,10.8,0.0,191.7,-578.7,193.3,-483.4,-40.9,752.5,994.7,4.1
13/06/2019 14:00:00,0.0,284.1,100.3,6.3,10.8,0.0,191.6,-578.6,194.1,-483.3,-40.0,752.6,998.9,4.2
13/06/2019 15:00:00,0.0,284.7,100.4,6.3,10.7,0.0,191.4,-578.3,197.6,-484.3,-36.5,752.7,994.4,4.1
13/06/2019 16:00:00,0.0,287.7,101.1,6.3,10.7,0.0,191.7,-580.1,199.6,-486.3,-37.2,752.5,993.3,4.1
13/06/2019 17:00:00,0.0,286.2,101.0,6.3,10.8,0.0,191.8,-583.6,201.2,-489.4,-37.8,756.5,1004.4,4.1
13/06/2019 18:00:00,0.0,284.3,100.3,6.3,10.9,0.0,192.2,-583.2,198.1,-488.4,-37.5,758.0,1012.7,4.2
13/06/2019 19:00:00,0.0,284.4,100.3,6.3,10.6,0.0,192.5,-582.1,198.5,-486.2,-36.4,758.1,1013.7,4.2
13/06/2019 20:00:00,0.0,284.4,100.3,6.3,10.2,0.0,192.7,-584.0,198.6,-488.9,-38.3,758.0,1013.1,4.2
13/06/2019 21:00:00,0.0,284.8,100.2,6.3,10.2,0.0,192.1,-585.3,198.1,-490.1,-42.4,757.9,1017.2,4.2
13/06/2019 22:00:00,0.0,284.3,100.5,6.3,10.2,0.0,192.0,-587.3,198.3,-491.9,-44.2,757.9,1016.8,4.2
13/06/2019 23:00:00,0.0,284.3,100.0,6.3,10.6,0.0,190.9,-581.8,197.0,-488.3,-42.0,753.5,999.4,4.2
14/06/2019 00:00:00,0.0,284.7,100.5,6.4,11.1,0.0,190.7,-595.1,196.9,-499.6,-44.2,757.9,1015.9,4.2
14/06/2019 01:00:00,0.0,284.8,100.4,6.5,11.2,0.0,190.9,-590.0,197.2,-494.7,-42.9,757.9,1015.7,4.2
14/06/2019 02:00:00,0.0,284.5,100.2,6.5,11.2,0.0,190.6,-589.9,196.5,-495.3,-43.2,757.8,1015.5,4.2
14/06/2019 03:00:00,0.0,285.2,100.4,6.5,10.9,0.0,191.1,-591.1,195.9,-496.4,-45.4,757.8,1013.3,4.2
14/06/2019 04:00:00,0.0,284.5,100.4,6.4,10.9,0.0,190.8,-588.9,194.9,-495.5,-43.4,755.8,1007.0,4.2
14/06/2019 05:00:00,0.0,277.9,99.1,6.4,10.9,0.0,189.7,-558.3,194.7,-467.9,-36.2,732.0,918.5,4.1
14/06/2019 06:00:00,0.0,274.4,98.0,6.5,11.0,0.0,188.0,-553.2,192.0,-463.5,-39.7,727.5,904.3,4.1
14/06/2019 07:00:00,0.0,274.6,99.1,6.4,11.0,0.0,187.3,-554.1,191.1,-465.2,-40.7,727.5,905.3,4.1
14/06/2019 08:00:00,0.0,276.3,99.5,6.3,11.2,0.0,186.7,-555.1,190.2,-466.0,-41.0,727.8,908.5,4.1
14/06/2019 09:00:00,0.0,276.2,100.0,6.3,11.2,0.0,186.1,-558.2,189.7,-469.6,-38.3,728.1,908.6,4.1
14/06/2019 10:00:00,0.0,51.2,17.6,1.1,2.4,0.0,191.8,-95.3,190.4,-43.6,-9.2,194.4,160.9,26.5
14/06/2019 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,258.3,-10.2,246.0,47.6,2.6,0.0,8.0,20.6
14/06/2019 12:00:00,0.0,52.1,43.9,1.0,0.1,0.0,288.7,-31.2,267.0,40.4,0.8,87.4,24.2,6.4
14/06/2019 13:00:00,0.0,158.5,67.3,5.6,6.2,0.0,302.0,-250.1,312.7,-201.8,-17.3,576.0,402.0,5.2
14/06/2019 14:00:00,0.0,220.4,82.6,5.5,8.7,0.0,303.8,-366.5,314.5,-322.1,-21.6,674.9,654.5,4.2
14/06/2019 15:00:00,0.0,245.0,90.6,5.6,9.8,0.0,296.9,-423.0,320.0,-385.1,-28.2,723.8,784.5,4.1
14/06/2019 16:00:00,0.0,273.6,97.6,5.8,10.4,0.0,290.9,-485.7,316.2,-447.4,-33.5,782.6,1005.3,4.2
14/06/2019 17:00:00,0.0,279.6,98.7,5.8,10.5,0.0,239.9,-516.3,275.8,-482.0,-39.0,787.9,1036.7,4.2
14/06/2019 18:00:00,0.0,278.6,98.1,6.0,11.0,0.0,207.7,-527.1,262.6,-483.7,-40.1,788.0,1044.4,4.2
14/06/2019 19:00:00,0.0,278.4,98.3,6.0,10.9,0.0,221.3,-567.3,213.3,-490.4,-41.8,757.5,980.5,4.2
14/06/2019 20:00:00,0.0,276.2,97.9,6.3,10.7,0.0,196.9,-571.1,187.3,-484.9,-41.1,739.3,939.2,4.1
14/06/2019 21:00:00,0.0,272.2,97.2,6.6,10.2,0.0,189.9,-562.1,189.3,-476.8,-41.5,731.3,911.3,4.1
14/06/2019 22:00:00,0.0,272.8,97.1,6.7,10.1,0.0,190.1,-568.9,196.7,-482.0,-39.9,737.4,930.6,4.2
14/06/2019 23:00:00,0.0,273.1,97.0,6.3,10.1,0.0,190.3,-568.6,196.4,-481.9,-39.9,737.4,927.1,4.1
15/06/2019 00:00:00,0.0,271.8,96.5,6.2,10.5,0.0,190.4,-568.7,195.9,-482.3,-44.5,737.4,926.1,4.2
15/06/2019 01:00:00,0.0,269.7,96.0,6.0,10.6,0.0,190.3,-567.0,195.9,-479.9,-42.6,737.4,927.2,4.2
15/06/2019 02:00:00,0.0,269.6,95.9,6.0,10.3,0.0,190.6,-566.7,195.8,-477.3,-41.7,737.4,928.0,4.2
15/06/2019 03:00:00,0.0,273.9,97.2,6.0,10.9,0.0,189.6,-569.3,194.2,-480.7,-40.7,737.4,931.5,4.1
15/06/2019 04:00:00,0.0,279.6,98.9,6.0,11.2,0.0,188.7,-571.7,193.3,-483.0,-38.7,737.4,933.2,4.1
15/06/2019 05:00:00,0.0,280.1,99.2,6.0,11.2,0.0,188.8,-571.8,193.2,-484.1,-41.3,737.4,931.7,4.1
15/06/2019 06:00:00,0.0,278.9,98.8,6.0,11.2,0.0,188.7,-572.0,192.8,-484.2,-41.8,737.4,929.9,4.1
15/06/2019 07:00:00,0.0,278.9,98.4,6.1,11.1,0.0,189.2,-570.3,192.8,-482.6,-43.6,737.4,928.5,4.1
15/06/2019 08:00:00,0.0,279.0,98.4,6.1,11.2,0.0,189.1,-576.5,192.1,-487.9,-46.0,742.3,947.2,4.1
15/06/2019 09:00:00,0.0,278.2,98.1,6.4,10.6,0.0,191.0,-595.1,193.0,-504.1,-49.4,758.6,1005.3,4.2
15/06/2019 10:00:00,0.0,257.7,93.3,6.1,10.2,0.0,190.6,-535.2,191.6,-450.5,-41.5,714.5,848.7,4.2
15/06/2019 11:00:00,0.0,249.9,90.9,6.2,10.0,0.0,187.1,-506.0,187.9,-425.3,-31.6,689.6,764.7,4.1
15/06/2019 12:00:00,0.0,250.2,91.5,5.9,10.2,0.0,186.4,-506.3,188.4,-428.0,-32.6,687.7,755.9,4.1
15/06/2019 13:00:00,0.0,255.1,93.2,5.8,10.6,0.0,187.3,-514.2,189.0,-435.1,-33.2,696.0,781.8,4.1
15/06/2019 14:00:00,0.0,202.3,82.0,4.4,8.1,0.0,194.8,-401.3,201.1,-330.7,-32.6,592.8,615.7,268.3
15/06/2019 15:00:00,0.0,221.1,83.6,6.0,8.6,0.0,243.7,-441.3,285.6,-397.1,-33.7,723.3,797.3,4.6
15/06/2019 16:00:00,0.0,262.2,95.9,6.3,10.2,0.0,220.9,-539.6,267.9,-490.5,-36.9,780.4,991.2,4.4
15/06/2019 17:00:00,0.0,266.5,97.0,6.5,10.1,0.0,202.0,-569.1,206.5,-487.6,-37.9,744.6,928.7,4.2
15/06/2019 18:00:00,0.0,269.5,97.7,6.5,9.8,0.0,193.1,-579.5,198.6,-494.2,-37.7,747.7,956.7,4.2
15/06/2019 19:00:00,0.0,270.1,98.1,6.5,10.1,0.0,192.3,-577.2,197.5,-491.2,-36.7,747.6,957.7,4.2
15/06/2019 20:00:00,0.0,270.2,98.3,6.3,10.2,0.0,192.2,-564.7,196.3,-478.8,-33.3,737.5,920.9,4.2
15/06/2019 21:00:00,0.0,270.8,98.8,6.5,10.2,0.0,192.6,-574.6,196.9,-488.2,-37.6,745.8,949.9,4.2
15/06/2019 22:00:00,0.0,273.8,99.7,6.5,10.3,0.0,192.1,-570.5,196.1,-484.8,-33.3,742.6,942.3,4.2
15/06/2019 23:00:00,0.0,277.5,100.5,6.4,10.5,0.0,191.6,-579.7,195.7,-493.2,-30.4,748.1,962.2,4.2
16/06/2019 00:00:00,0.0,275.0,99.7,6.1,10.5,0.0,191.9,-579.3,195.4,-492.1,-31.4,748.7,963.9,4.2
16/06/2019 01:00:00,0.0,275.3,99.9,6.0,10.6,0.0,190.5,-580.7,194.0,-491.6,-34.3,748.5,966.3,4.2
16/06/2019 02:00:00,0.0,274.8,100.2,6.0,10.8,0.0,191.2,-586.7,195.8,-496.4,-36.5,756.0,991.1,4.3
16/06/2019 03:00:00,0.0,277.5,101.2,6.0,11.1,0.0,192.1,-598.2,196.8,-506.3,-38.7,763.0,1018.2,4.3
16/06/2019 04:00:00,0.0,290.2,104.1,6.0,11.3,0.0,192.2,-622.3,197.1,-529.1,-45.1,778.2,1081.8,4.2
16/06/2019 05:00:00,0.0,291.1,105.1,6.1,11.3,0.0,192.1,-624.2,197.0,-529.3,-43.2,778.7,1085.2,4.2
16/06/2019 06:00:00,0.0,286.4,104.4,6.2,11.1,0.0,193.0,-619.6,196.9,-525.7,-42.0,775.4,1069.5,4.3
16/06/2019 07:00:00,0.0,280.5,102.4,6.0,10.9,0.0,193.3,-603.3,197.4,-511.6,-41.6,764.6,1028.9,4.3
16/06/2019 08:00:00,0.0,280.6,101.8,6.0,11.2,0.0,191.7,-582.1,195.6,-493.5,-34.0,746.0,965.7,4.1
16/06/2019 09:00:00,0.0,275.2,100.4,6.0,10.8,0.0,189.6,-606.9,194.2,-513.8,-31.9,770.4,1062.1,4.4
16/06/2019 10:00:00,0.0,274.1,100.3,6.1,11.1,0.0,191.5,-597.5,196.4,-506.1,-30.8,759.0,1007.6,4.3
